,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
809,J. Olaitan,Grenoble,Grenoble,Francia | Segunda División 24/25,"LW, CF",22.0,174,Benin,"Benin, Nigeria",2027-06-30,right,23,1315,63.46,66.31,63.91,21.36,63.91,45.49,40.06
810,Muhannad Al Saad,Dunkerque,Dunkerque,Francia | Segunda División 24/25,RW,21.0,172,Saudi Arabia,Saudi Arabia,,left,11,486,76.03,39.51,53.18,26.96,51.93,57.64,31.01
811,I. Chegra,Ajaccio,Ajaccio,Francia | Segunda División 24/25,"RW, AMF, CF",21.0,180,France,"France, Algeria",2027-06-30,right,18,543,19.58,46.68,62.39,49.02,39.4,58.04,62.67
812,N. Zahui,Grenoble II,Grenoble,Francia | Segunda División 24/25,"RW, RB, LB",22.0,175,France,"France, Côte d'Ivoire",,unknown,7,101,17.1,17.02,26.85,70.0,20.68,85.71,83.11
813,N. Galves,Rodez ,Rodez ,Francia | Segunda División 24/25,RB,21.0,180,France,France,2027-06-30,right,30,1698,46.7,76.9,45.14,92.07,40.24,62.58,73.72
814,P. Diallo,Metz,Metz,Francia | Segunda División 24/25,"LW, RW, LAMF",20.0,182,Senegal,Senegal,2026-06-30,right,27,1763,89.67,75.18,51.55,49.46,72.83,81.03,53.76
815,P. Mboup,Pau,Pau,Francia | Segunda División 24/25,"LAMF, LW, CF",21.0,175,Senegal,Senegal,2027-06-30,right,31,2744,80.32,48.78,46.2,14.46,41.28,38.26,36.66
816,M. Detourbet,Troyes U19,Troyes,Francia | Segunda División 24/25,"LW, LCMF",18.0,0,France,France,,unknown,12,156,28.64,64.57,78.13,48.7,83.42,18.18,4.44
817,C. Irié,Troyes,Troyes,Francia | Segunda División 24/25,"RW, CF, RAMF",19.0,184,Côte d'Ivoire,"Côte d'Ivoire, Burkina Faso",,left,32,2694,72.25,62.21,69.02,19.84,52.53,88.3,57.3
818,A. Cherni,Laval,Laval,Francia | Segunda División 24/25,"LB, LWB",23.0,183,France,"France, Tunisia",2025-06-30,left,24,1509,33.56,36.43,16.58,91.63,50.49,93.52,83.48
819,M. Camara,Laval,Laval,Francia | Segunda División 24/25,"LW, CF, LAMF",24.0,184,France,"France, Mali",2027-06-30,right,27,1796,75.98,41.67,38.78,42.39,33.83,83.86,22.05
820,K. Cissé,Red Star,Red Star,Francia | Segunda División 24/25,"RAMF, AMF, RWB",28.0,170,France,"France, Senegal",2027-06-30,left,25,1195,77.64,56.37,78.59,38.7,33.99,43.83,64.91
821,G. Yassine,Dunkerque,Dunkerque,Francia | Segunda División 24/25,"RW, LW",19.0,173,France,"France, Morocco",2027-06-30,left,28,1594,62.74,44.42,78.4,68.91,41.68,40.65,61.84
822,J. Sebas,Bastia,Bastia,Francia | Segunda División 24/25,"RAMF, CF, LAMF",22.0,187,Martinique,"Martinique, France",2026-06-30,right,12,939,39.69,33.01,77.66,66.96,12.72,72.96,25.37
823,A. Yahi,Annecy,Annecy,Francia | Segunda División 24/25,"RWF, AMF",20.0,0,France,France,,unknown,4,144,20.29,10.45,31.71,4.13,11.58,60.65,31.14
824,Q. Paris,Annecy,Annecy,Francia | Segunda División 24/25,"LWF, CF, AMF",18.0,0,France,France,,unknown,14,502,91.09,15.63,18.53,12.07,12.04,68.78,59.62
825,O. Diop,Clermont,Clermont,Francia | Segunda División 24/25,"RW, RWF, RAMF",19.0,0,Senegal,Senegal,,unknown,20,1168,56.66,49.63,50.08,27.17,29.95,25.16,28.21
826,S. Guendouz,Guingamp,Guingamp,Francia | Segunda División 24/25,"RW, LW",25.0,180,France,"France, Algeria",2025-06-30,right,19,534,37.58,85.43,82.07,37.17,90.16,19.29,87.81
827,H. Picard,Guingamp,Guingamp,Francia | Segunda División 24/25,LW,21.0,168,France,France,2026-06-30,right,33,2768,43.96,85.77,73.7,73.7,81.47,34.4,45.32
828,M. van Brederode,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"LAMF, LW, LWF",21.0,174,Netherlands,Netherlands,2027-06-30,right,22,1298,70.71,78.13,65.39,40.17,78.06,23.02,14.58
829,R. Matondo,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"LW, LB",24.0,175,England,"England, Wales",2026-05-31,right,10,379,72.73,40.18,75.0,69.31,31.72,45.48,52.92
830,J. Nelson,Ulm,Ulm,Alemania | Segunda División 24/25,"RWF, CF, LWF",22.0,175,Canada,"Canada, Jamaica",2026-12-31,right,6,177,29.75,24.1,48.15,8.19,38.58,85.96,55.87
831,J. Thorsteinsson,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"LAMF, RWF, LW",26.0,177,Iceland,Iceland,2027-06-30,right,16,711,34.59,54.52,66.64,77.59,39.18,48.89,53.99
832,E. Sahiti,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"RW, RWF",26.0,174,Kosovo,"Kosovo, Albania",2027-06-30,right,20,1279,76.76,70.59,69.87,55.34,90.34,51.2,84.04
833,C. Terho,Paderborn,Paderborn,Alemania | Segunda División 24/25,"RWF, CF, RAMF",21.0,184,Finland,Finland,2026-06-30,left,11,549,23.85,69.93,41.85,74.66,36.34,45.48,41.09
834,J. Dompé,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"LW, LWF, LWB",29.0,170,France,"France, Mali",2027-06-30,right,30,2398,84.18,93.16,92.07,96.72,85.78,19.53,13.84
835,M. Baur,Dynamo Dresden,Paderborn,Alemania | Segunda División 24/25,"LWF, LW, RWF",20.0,172,Germany,Germany,2025-06-30,right,6,212,22.85,16.53,21.03,41.38,30.34,11.39,46.76
836,K. Corredor,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,"LW, LAMF, CF",24.0,182,France,France,2026-06-30,right,30,2663,89.46,58.76,61.03,30.34,58.36,77.5,39.36
837,P. Förster,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,RW,30.0,188,Germany,Germany,,left,20,1512,80.21,45.65,24.61,37.59,77.67,35.18,71.18
838,J. Rochelt,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"LW, LCMF, AMF",26.0,182,Germany,Germany,2027-06-30,right,26,1592,54.87,65.94,48.15,73.45,67.54,40.61,31.84
839,M. Aydın,Schalke 04,Schalke 04,Alemania | Segunda División 24/25,"RAMF, RB, RW",23.0,180,Germany,"Germany, Türkiye",2025-06-30,right,27,1873,26.73,30.97,42.59,40.52,61.12,49.66,84.3
840,B. Jatta,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"RWF, RW, RWB",26.0,184,Gambia,Gambia,2029-06-30,right,8,452,26.5,44.26,49.35,42.59,43.15,76.56,79.27
841,M. Wanitzek,Karlsruher SC,Karlsruher SC,Alemania | Segunda División 24/25,"LW, LCMF",31.0,179,Germany,"Germany, Poland",2027-06-30,right,32,3153,92.44,84.86,44.27,76.21,81.77,86.56,49.86
842,Bryan Teixeira,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"RWF, CF, RB",24.0,173,France,"France, Cape Verde Islands",2026-06-30,right,19,620,31.92,56.38,52.33,52.59,34.48,52.25,44.77
843,C. Antwi-Adjei,Schalke 04,Schalke 04,Alemania | Segunda División 24/25,"LAMF, RW, RWF",31.0,173,Germany,"Germany, Ghana",2026-06-30,right,18,947,52.49,69.97,73.41,92.24,65.0,82.03,21.35
844,J. Ceka,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"RWF, CF",25.0,169,Germany,"Germany, Albania",2025-06-30,left,3,105,22.85,18.91,23.15,8.19,39.18,9.83,47.54
845,P. Dárdai,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"RAMF, LW",25.0,180,Germany,"Germany, Hungary",2026-06-30,left,15,446,67.71,50.94,58.28,78.45,39.87,60.09,13.75
846,K. Okunuki,Gamba Osaka,Nürnberg,Alemania | Segunda División 24/25,"RW, LW, AMF",25.0,171,Japan,Japan,,right,5,263,77.31,33.99,67.63,8.62,17.72,17.59,41.7
847,M. Ševčík,Mladá Boleslav,Nürnberg,Alemania | Segunda División 24/25,"RW, RCMF, RB",22.0,181,Czech Republic,Czech Republic,2027-06-30,left,3,90,72.54,15.09,6.38,8.19,37.37,9.83,44.88
848,F. Stojiljković,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,RWF,24.0,185,Switzerland,"Switzerland, Serbia",2027-06-30,right,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,Nem. Motika,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,"LW, LWF, CF",22.0,179,Germany,"Germany, Serbia",2026-05-31,right,11,288,39.8,50.48,49.74,26.21,39.53,75.27,80.74
850,L. Petkov,Elversberg,Elversberg,Alemania | Segunda División 24/25,"RAMF, RW",24.0,183,Germany,"Germany, Bulgaria",2027-06-30,right,28,2148,65.57,52.97,70.99,32.07,48.02,64.06,63.8
851,D. Burnić,Karlsruher SC,Karlsruher SC,Alemania | Segunda División 24/25,"RW, RCMF",26.0,181,Germany,"Germany, Bosnia and Herzegovina",,left,29,2213,43.25,42.04,24.48,42.59,69.48,52.55,58.9
852,F. Klaus,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,"RAMF, RW, RWF",32.0,179,Germany,Germany,2026-06-30,right,27,2101,56.41,58.43,31.64,51.9,46.77,85.78,42.5
853,B. Atik,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"LWF, LAMF",30.0,169,Germany,"Germany, Türkiye",2025-06-30,right,22,1693,83.61,82.67,51.34,58.97,88.62,36.67,12.59
854,D. Kother,Dynamo Dresden,Jahn Regensburg,Alemania | Segunda División 24/25,"LAMF, LWF, LW",24.0,180,Germany,Germany,2025-06-30,right,14,1021,52.27,33.96,45.09,35.86,16.59,95.09,38.31
855,L. Marseiler,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,"LW, RAMF, CF",28.0,176,Germany,"Germany, Italy",,right,29,1431,59.89,81.74,86.64,86.21,47.67,60.01,41.97
856,J. Gyamerah,Kaiserslautern,Kaiserslautern,Alemania | Segunda División 24/25,"RB, RWB",29.0,184,Germany,"Germany, Ghana",2025-06-30,right,23,1300,23.85,25.94,47.67,56.9,69.18,71.86,85.05
857,I. Hamache,Schalke 04,Schalke 04,Alemania | Segunda División 24/25,"LAMF, RAMF, LW",22.0,178,France,"France, Algeria",2028-06-30,right,11,331,25.44,56.9,84.53,80.34,54.78,29.49,80.65
858,T. Ito,Kawasaki Frontale,Magdeburg,Alemania | Segunda División 24/25,"LWF, CF, RWF",27.0,166,Japan,Japan,,left,10,343,42.4,86.36,60.69,64.48,89.48,16.3,20.15
859,D. Abiama,1860 München,Kaiserslautern,Alemania | Segunda División 24/25,"LWF, LAMF, RW",26.0,184,Nigeria,"Nigeria, Germany",2027-06-30,right,5,231,29.5,43.9,62.59,84.31,49.44,91.13,76.73
860,F. Pick,Preußen Münster,Preußen Münster,Alemania | Segunda División 24/25,"RAMF, LW, CF",29.0,176,Germany,Germany,,right,23,1398,68.04,55.72,65.09,63.79,38.23,59.66,19.56
861,J. Niemiec,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"RAMF, RW, RWB",23.0,188,Germany,"Germany, Poland",2026-06-30,right,28,888,72.09,68.16,55.17,83.45,24.44,62.51,47.48
862,C. Conteh,Eintracht Braunschweig,Eintracht Braunschweig,Alemania | Segunda División 24/25,"LWF, CF, AMF",25.0,182,Germany,"Germany, Ghana",2026-06-30,right,14,389,41.82,48.15,65.47,25.69,41.77,53.89,15.77
863,T. Rossmann,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"LAMF, LB, LW",21.0,177,Germany,Germany,2028-06-30,left,17,1095,65.57,45.35,93.36,51.21,53.49,73.54,55.12
864,A. Opoku,Kaiserslautern,Kaiserslautern,Alemania | Segunda División 24/25,"LW, LWF, LWB",26.0,185,Germany,"Germany, Ghana",2025-06-30,right,12,666,79.95,89.7,72.54,62.59,52.5,38.71,19.25
865,A. Younes,Schalke 04,Schalke 04,Alemania | Segunda División 24/25,"LW, LAMF, CF",31.0,168,Germany,"Germany, Lebanon",2026-06-30,right,23,1222,64.08,53.04,86.03,20.17,89.14,40.78,46.6
866,L. Gindorf,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"LWF, RW, AMF",23.0,182,Germany,Germany,2026-06-30,right,22,755,59.4,52.29,26.9,50.69,49.22,86.39,62.69
867,L. Öztunali,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,RWF,28.0,184,Germany,"Germany, Türkiye",2026-06-30,right,2,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,A. Mebude,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"RAMF, RW, RCMF",20.0,189,Scotland,"Scotland, Nigeria",2027-06-30,right,4,130,28.1,17.16,41.38,11.03,31.08,18.37,58.48
869,R. Leipertz,Ulm,Ulm,Alemania | Segunda División 24/25,"RWF, CF, RW",32.0,183,Germany,Germany,,left,3,84,22.85,12.38,13.15,10.0,17.8,79.75,20.82
870,G. Christensen,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"RAMF, LWF",20.0,178,Denmark,Denmark,2027-06-30,right,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,M. Feil,Elversberg,Elversberg,Alemania | Segunda División 24/25,"RW, RAMF, CF",30.0,170,Germany,Germany,2026-06-30,right,25,901,40.06,66.84,23.19,53.97,51.42,50.01,67.91
872,X. Amaechi,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"RWF, CF",24.0,179,England,"England, Nigeria",,left,24,1097,88.25,78.13,77.03,39.48,75.17,37.64,37.09
873,T. Mohr,Schalke 04,Schalke 04,Alemania | Segunda División 24/25,"LAMF, LW",29.0,182,Germany,Germany,2025-06-30,left,24,1607,63.6,75.05,39.22,90.0,73.62,68.63,51.22
874,T. Kempe,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,"LW, LCMF, RW",35.0,184,Germany,Germany,2025-06-30,right,13,249,38.41,71.76,6.21,60.0,67.97,83.89,39.05
875,T. Zimmerschied,Elversberg,Elversberg,Alemania | Segunda División 24/25,"LAMF, LW",26.0,180,Germany,Germany,2027-06-30,right,22,1586,79.6,51.82,44.22,22.93,59.66,40.87,42.1
876,L. Burcu,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"LWF, RWF, CF",20.0,178,Germany,"Germany, Türkiye",2025-06-30,right,30,2184,67.37,80.87,88.62,60.86,81.03,50.09,28.34
877,L. Popp,Unterhaching,Greuther Fürth,Alemania | Segunda División 24/25,"LW, RAMF",19.0,180,Germany,Germany,2027-06-30,right,3,74,22.85,47.34,22.76,8.19,44.7,13.71,69.01
878,C. Makridis,Preußen Münster,Preußen Münster,Alemania | Segunda División 24/25,"LAMF, LW, LWF",28.0,180,Germany,"Germany, Greece",2025-06-30,right,30,1883,54.71,49.92,55.78,57.41,36.51,29.06,40.18
879,M. Momuluh,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"RW, RAMF, RWF",23.0,181,Germany,Germany,2026-06-30,right,19,904,70.96,40.01,61.64,80.17,25.47,23.71,82.91
880,A. Sicker,Elversberg,Elversberg,Alemania | Segunda División 24/25,"LAMF, LCMF, RB",28.0,184,Germany,Germany,2025-06-30,left,6,99,23.74,20.22,21.42,9.83,52.89,11.9,97.18
881,D. Pfaffenrot,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,LWF,19.0,173,Germany,Germany,2026-06-30,right,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Y. Bouchama,Preußen Münster,Preußen Münster,Alemania | Segunda División 24/25,"RAMF, RCMF, RWF",27.0,182,Germany,"Germany, Morocco",,right,13,661,26.81,34.9,24.14,47.07,42.72,49.23,84.48
883,M. Lorenz,Preußen Münster,Preußen Münster,Alemania | Segunda División 24/25,"LAMF, LW, LWF",36.0,182,Germany,Germany,,left,28,1453,73.64,81.35,28.19,95.17,63.88,61.64,63.07
884,J. Brandt,Paderborn II,Paderborn,Alemania | Segunda División 24/25,LW,22.0,184,Germany,Germany,2025-06-30,right,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,A. Sanchez,Hessen Kassel,Paderborn,Alemania | Segunda División 24/25,"RWF, AMF, RCB",31.0,178,Germany,Germany,2025-06-30,left,4,63,22.85,20.48,27.28,79.14,54.22,9.83,77.98
886,L. Wollschläger,Hertha BSC II,Hertha BSC,Alemania | Segunda División 24/25,"RWF, CF",22.0,195,Germany,Germany,2025-06-30,both,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,M. Talabidi,Schalke 04 II,Schalke 04,Alemania | Segunda División 24/25,RB,23.0,185,Togo,"Togo, Germany",2025-06-30,right,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,R. Geller,Karlsruher SC II,Karlsruher SC,Alemania | Segunda División 24/25,RAMF,21.0,185,Germany,Germany,,right,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,D. Forkel,Nürnberg,Nürnberg,Alemania | Segunda División 24/25,"LW, CF",20.0,180,Germany,Germany,2027-06-30,right,8,256,43.55,17.19,33.75,9.31,14.01,92.08,46.45
890,L. Queisser,Eintracht Braunschweig II,Eintracht Braunschweig,Alemania | Segunda División 24/25,"RW, LW",21.0,184,Germany,Germany,2026-06-30,unknown,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,S. Suso,Hansa Rostock,Fortuna Düsseldorf,Alemania | Segunda División 24/25,LB,19.0,190,Germany,"Germany, Gambia",,left,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,M. Baars,Magdeburg U19,Magdeburg,Alemania | Segunda División 24/25,"LW, LWB",18.0,0,Germany,Germany,2025-06-30,unknown,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Fabio Baldé,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"RWF, RB, LAMF",19.0,182,Germany,"Germany, Portugal",2029-06-30,right,20,655,57.65,60.36,80.09,88.1,31.94,75.01,57.27
894,Lee Hyun-Ju,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"RW, LW",22.0,172,Korea Republic,Korea Republic,,right,22,1449,71.17,31.84,70.99,19.66,46.51,30.52,31.98
895,K. Oudenne,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"LW, LB, RWB",23.0,183,Germany,"Germany, Sweden",2026-06-30,right,10,400,26.76,53.35,61.25,72.93,33.58,54.27,70.62
896,B. Kieffer,Jahn Regensburg U17,Jahn Regensburg,Alemania | Segunda División 24/25,"RB, RWB",17.0,0,Germany,Germany,2025-06-30,unknown,3,143,22.85,39.37,18.58,45.0,23.88,47.85,82.29
897,D. Berardi,Sassuolo,Sassuolo,Italia | Segunda División 24/25,"RWF, RAMF, RW",30.0,183,Italy,Italy,2027-06-30,left,28,2294,77.38,90.43,37.13,68.09,83.94,36.24,64.65
898,A. Laurienté,Sassuolo,Sassuolo,Italia | Segunda División 24/25,"LWF, LAMF, CF",26.0,177,France,"France, Guadeloupe",2027-06-30,right,32,2405,96.9,76.9,49.26,48.4,66.76,43.9,21.1
899,N. Bajrami,Rangers,Sassuolo,Italia | Segunda División 24/25,"RWF, LW, AMF",25.0,179,Switzerland,"Switzerland, Albania",2027-06-30,right,2,119,36.23,52.1,40.64,64.89,89.26,11.93,35.07
900,O. Moruţan,Pisa,Pisa,Italia | Segunda División 24/25,"RWF, RWB, RW",26.0,172,Romania,Romania,2026-06-30,left,9,430,67.75,85.25,56.44,92.98,79.89,34.19,40.5
901,J. Mlakar,Hajduk Split,Pisa,Italia | Segunda División 24/25,"RW, CF, AMF",26.0,183,Slovenia,Slovenia,2026-06-30,right,12,291,28.17,24.91,25.32,56.6,44.36,80.07,41.28
902,J. Antiste,Sassuolo,Sassuolo,Italia | Segunda División 24/25,"RW, CF, RWB",22.0,183,France,"France, Martinique",2026-06-30,right,4,185,66.25,57.96,11.06,43.83,27.23,94.73,58.63
903,F. Distefano,Frosinone,Frosinone,Italia | Segunda División 24/25,"LW, LWF, CF",21.0,178,Italy,Italy,2028-06-30,right,13,598,77.0,31.5,51.12,24.04,46.06,38.19,34.82
904,N. Pierini,Sassuolo,Sassuolo,Italia | Segunda División 24/25,"LAMF, CF, LWF",26.0,176,Italy,Italy,2026-06-30,right,29,1308,93.93,65.09,35.0,45.74,81.38,65.49,34.77
905,D. Valencia,Salernitana,Salernitana,Italia | Segunda División 24/25,"LW, LWF",24.0,185,Chile,Chile,2026-06-30,right,4,265,69.11,36.62,16.01,27.23,37.39,93.18,44.13
906,G. Caso,Modena,Modena,Italia | Segunda División 24/25,"LWF, AMF, CF",26.0,172,Italy,Italy,2027-06-30,right,28,1748,73.27,63.08,60.64,18.09,54.79,29.22,23.58
907,F. Di Francesco,Palermo,Palermo,Italia | Segunda División 24/25,"LW, LAMF, LB",30.0,178,Italy,Italy,2026-06-30,right,26,1458,54.6,84.96,73.72,82.98,72.45,28.85,33.41
908,R. Insigne,Palermo,Palermo,Italia | Segunda División 24/25,"RW, RAMF, RWF",30.0,171,Italy,Italy,2026-06-30,left,24,1330,78.19,74.17,17.02,60.0,77.87,64.43,27.14
909,A. Partipilo,Frosinone,Frosinone,Italia | Segunda División 24/25,"RW, RWF, CF",30.0,181,Italy,Italy,2027-06-30,left,23,1246,69.58,64.7,44.47,51.49,70.74,41.13,40.37
910,F. Di Mariano,Palermo,Palermo,Italia | Segunda División 24/25,"LW, RW, LWF",29.0,177,Italy,Italy,2026-06-30,right,18,951,50.72,52.0,64.95,87.23,44.57,34.8,45.11
911,E. Vignato,Pisa,Pisa,Italia | Segunda División 24/25,"LWF, LW, AMF",24.0,175,Italy,"Italy, Brazil",2026-06-30,right,10,433,26.67,54.62,48.09,73.19,43.78,61.77,50.71
912,N. Galazzi,Brescia,Brescia,Italia | Segunda División 24/25,"RW, AMF, RCMF",24.0,182,Italy,Italy,2028-06-30,left,21,1410,48.43,72.39,46.7,36.91,77.77,72.41,70.45
913,Y. Kallon,Casertana,Salernitana,Italia | Segunda División 24/25,"RW, RWF, AMF",23.0,175,Sierra Leone,Sierra Leone,2025-06-30,left,11,341,26.12,41.21,37.13,40.85,24.52,15.6,33.72
914,T. Begić,Frosinone,Frosinone,Italia | Segunda División 24/25,"LW, LCMF, RCMF",21.0,175,Slovenia,Slovenia,2027-06-30,right,22,1159,52.34,36.36,67.02,54.57,48.56,56.88,45.6
915,F. Tait,Südtirol,Südtirol,Italia | Segunda División 24/25,"RW, DMF, RWF",32.0,186,Italy,Italy,2025-06-30,right,17,742,55.58,59.05,11.6,40.21,56.17,87.83,74.04
916,J. Braaf,Salernitana,Salernitana,Italia | Segunda División 24/25,"LWF, LW, AMF",22.0,181,Netherlands,"Netherlands, Suriname",2026-06-30,right,16,782,74.63,27.01,63.19,47.45,53.4,14.0,34.0
917,S. Davì,Südtirol,Südtirol,Italia | Segunda División 24/25,"LB, LWB",25.0,178,Italy,Italy,2027-06-30,left,25,1666,57.93,52.71,42.55,85.96,42.13,80.07,75.78
918,E. Baldini,unknown,Cittadella,Italia | Segunda División 24/25,LW,28.0,180,Italy,Italy,,right,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,F. Ruocco,Mantova,Mantova,Italia | Segunda División 24/25,"LAMF, LWB",24.0,170,Italy,Italy,2028-06-30,right,21,907,66.33,69.79,67.66,73.19,62.18,36.06,45.04
920,A. Ceresoli,Atalanta U23,Catanzaro,Italia | Segunda División 24/25,"LB, LWB",22.0,177,Italy,Italy,2027-06-30,left,7,452,24.4,19.17,24.04,19.15,41.86,54.54,73.78
921,F. Galuppini,Mantova,Mantova,Italia | Segunda División 24/25,"RAMF, RW, AMF",31.0,181,Italy,Italy,2026-06-30,left,32,1714,62.45,56.8,41.22,33.83,65.96,76.13,56.93
922,M. D'Alessandro,Catanzaro,Catanzaro,Italia | Segunda División 24/25,"LB, LW, LWB",34.0,173,Italy,Italy,2026-06-30,right,14,687,23.13,60.68,73.56,79.57,41.91,58.47,81.62
923,K. Bozhanaj,Modena,Modena,Italia | Segunda División 24/25,"LW, AMF, LAMF",24.0,180,Albania,Albania,2026-06-30,right,27,1052,65.38,64.08,72.61,45.96,43.72,46.56,60.16
924,A. Fiori,Mantova,Mantova,Italia | Segunda División 24/25,"LAMF, LW",22.0,180,Italy,Italy,2027-06-30,right,33,1910,57.41,52.53,75.16,68.94,49.84,58.02,61.64
925,N. Dalmonte,Catania,Salernitana,Italia | Segunda División 24/25,"LWF, RWF",27.0,169,Italy,Italy,2026-06-30,left,4,108,21.01,49.52,44.89,15.43,33.99,21.66,75.61
926,A. Tripaldelli,Bari,Bari,Italia | Segunda División 24/25,"LB, LCB, LWB",26.0,182,Italy,Italy,2027-06-30,left,8,205,34.38,34.72,12.77,64.47,22.66,88.58,83.57
927,A. Vergara,Reggiana,Reggiana,Italia | Segunda División 24/25,"RWF, CF, RW",22.0,182,Italy,Italy,2025-06-30,left,32,2392,70.02,74.94,52.02,80.0,51.01,68.47,86.49
928,D. Bragantini,Mantova,Mantova,Italia | Segunda División 24/25,"RAMF, AMF",21.0,0,Italy,Italy,2029-06-30,left,33,1602,79.49,51.71,46.86,68.94,57.98,41.35,40.2
929,G. Volpe,Audace Cerignola,Catanzaro,Italia | Segunda División 24/25,"LW, CF",22.0,179,Italy,Italy,2027-06-30,right,2,55,23.75,21.62,87.07,14.36,60.05,16.24,8.44
930,A. Rizza,Cittadella,Cittadella,Italia | Segunda División 24/25,"LB, LWB",22.0,175,Italy,Italy,,left,6,202,22.63,61.21,70.48,79.79,30.53,85.71,90.93
931,E. Piovanello,Trapani,Juve Stabia,Italia | Segunda División 24/25,"RWF, RW",24.0,174,Italy,Italy,2025-06-30,left,2,61,39.82,67.58,90.74,9.47,28.83,10.49,13.97
932,F. Davi,Südtirol,Südtirol,Italia | Segunda División 24/25,"RB, RWB, RCB",23.0,184,Italy,Italy,2027-06-30,right,4,57,21.01,59.21,13.09,14.15,59.2,10.49,98.34
933,M. Marcel Léris,Pisa,Pisa,Italia | Segunda División 24/25,"RWF, RB",0.0,0,unknown,unknown,,unknown,1,73,21.01,24.12,62.61,98.51,22.82,54.64,22.9
934,A. Vimercati,Südtirol,Südtirol,Italia | Segunda División 24/25,LB,22.0,192,Italy,Italy,2026-06-30,left,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,T. Zidouh,Modena U19,Modena,Italia | Segunda División 24/25,LAMF,17.0,0,Italy,Italy,,unknown,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,M. Scheffer,Atalanta U23,Carrarese,Italia | Segunda División 24/25,RB,20.0,0,Argentina,Argentina,,right,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,G. Fusco,Salernitana U19,Salernitana,Italia | Segunda División 24/25,"LWF, CF",19.0,0,Italy,Italy,2025-06-30,right,2,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,S. Appuah,Valenciennes,Palermo,Italia | Segunda División 24/25,"RW, LWF, LW",20.0,185,France,"France, Ghana",2029-06-30,left,4,79,26.94,31.57,47.02,11.6,27.18,90.23,77.86
939,L. D'Andrea,Brescia,Brescia,Italia | Segunda División 24/25,"RWF, RW, RAMF",20.0,173,Italy,Italy,,left,6,314,32.17,47.45,72.98,13.19,61.97,34.22,44.22
940,Estanis Pedrola,Bologna,Sampdoria,Italia | Segunda División 24/25,"LAMF, LWB, LWF",21.0,185,Spain,Spain,,right,9,345,32.89,34.73,70.64,72.98,63.09,55.6,18.99
