,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
615,Javi Villar,Albacete,Albacete,España | Segunda División 24/25,"LCMF, RCMF, LDMF",22.0,187,Spain,Spain,2027-06-30,right,22,1145,27.38,25.56,54.46,12.0,34.29,74.55,76.67
616,Sergio Guerrero,Cartagena,Cartagena,España | Segunda División 24/25,"RCMF, RDMF, LCMF",26.0,174,Spain,Spain,2025-06-30,right,30,2119,54.23,27.26,47.12,65.17,30.61,55.87,43.93
617,Jaime Escario,Huesca B,Huesca,España | Segunda División 24/25,LCMF,22.0,0,Spain,Spain,2025-06-30,unknown,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Rafa Rodríguez,Atlético Malagueño,Málaga,España | Segunda División 24/25,"RCMF, RWB",21.0,180,Spain,Spain,2025-06-30,unknown,3,56,84.48,64.36,80.02,89.75,20.65,73.16,19.49
619,Izan Merino,Málaga,Málaga,España | Segunda División 24/25,"RCMF, LCMF, RDMF",19.0,186,Spain,Spain,2027-06-30,right,21,1100,32.05,56.92,29.73,78.71,46.43,49.22,37.66
620,G. Pastor Sanchez,Castellón B,Castellón,España | Segunda División 24/25,"AMF, RCMF, CF",19.0,0,Spain,Spain,,unknown,13,648,47.18,62.9,42.88,82.25,32.21,47.14,24.64
621,G. Rutter,Brighton,Leeds United,Inglaterra | Segunda División 24/25,"RCMF, RW",22.0,182,France,"France, Martinique",2028-06-30,left,1,101,33.1,75.76,92.45,16.1,52.03,93.97,66.43
622,Z. Amdouni,Benfica,Burnley,Inglaterra | Segunda División 24/25,"LCMF, RCMF",24.0,185,Switzerland,"Switzerland, Tunisia",2028-06-30,both,2,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,B. Aaronson,Leeds United,Leeds United,Inglaterra | Segunda División 24/25,AMF,24.0,177,United States,United States,2027-06-30,right,46,3820,80.39,83.35,64.55,67.1,55.18,38.22,41.72
624,J. Bellingham,Sunderland,Sunderland,Inglaterra | Segunda División 24/25,"LCMF, LDMF",19.0,178,England,England,2028-06-30,right,40,3839,58.81,42.68,66.03,58.6,73.1,83.45,72.84
625,K. Iheanacho,Middlesbrough,Middlesbrough,Inglaterra | Segunda División 24/25,"AMF, CF",28.0,185,Nigeria,Nigeria,2026-06-30,left,15,832,58.63,51.26,36.15,24.65,40.49,46.87,34.39
626,S. Charles,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,"RCMF, RDMF, DMF",21.0,189,England,"England, Northern Ireland",2027-06-30,right,43,3963,29.68,63.08,73.9,76.4,77.68,85.87,77.51
627,H. Mejbri,Burnley,Burnley,Inglaterra | Segunda División 24/25,"AMF, CF",22.0,177,France,"France, Tunisia",2028-06-30,right,37,2071,43.89,69.67,67.58,58.3,66.03,30.52,44.05
628,T. Cantwell,Blackburn Rovers,Blackburn Rovers,Inglaterra | Segunda División 24/25,"AMF, LAMF",27.0,177,England,England,2027-06-30,right,37,2696,52.0,86.15,79.82,69.85,71.2,40.12,42.45
629,J. Sarmiento,Burnley,Burnley,Inglaterra | Segunda División 24/25,"AMF, CF, LAMF",22.0,183,England,"England, Ecuador",2027-06-30,right,35,1329,80.85,33.17,81.82,31.3,32.33,76.52,55.75
630,I. Louza,Watford,Watford,Inglaterra | Segunda División 24/25,"RCMF, RDMF, LCMF",26.0,178,France,"France, Morocco",2028-06-30,left,33,2940,44.69,69.46,35.72,53.25,92.35,58.02,70.4
631,E. Matazo,Hull City,Hull City,Inglaterra | Segunda División 24/25,"LCMF, RWF, LDMF",23.0,170,Belgium,"Belgium, Congo DR",2026-06-30,right,6,323,71.06,65.4,91.98,95.9,56.62,84.22,38.48
632,L. Cundle,Millwall,Millwall,Inglaterra | Segunda División 24/25,"AMF, RW, CF",23.0,170,England,England,2026-06-30,right,16,1048,50.88,30.75,25.6,41.65,26.45,53.47,62.21
633,L. O'Brien,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"LCMF, AMF, LDMF",26.0,173,England,England,2026-06-30,left,16,1545,45.23,34.43,67.05,32.6,48.18,57.63,44.0
634,J. Knight,Bristol City,Bristol City,Inglaterra | Segunda División 24/25,"LCMF, RCMF, LDMF",24.0,173,Republic of Ireland,Republic of Ireland,2027-06-30,right,46,4500,47.51,61.11,57.75,78.65,81.43,85.13,58.45
635,M. Núñez,Norwich City,Norwich City,Inglaterra | Segunda División 24/25,"RCMF, RDMF, DMF",25.0,173,Chile,Chile,2026-06-30,right,32,2444,71.49,80.48,47.7,67.75,87.9,30.67,71.07
636,F. Azaz,Middlesbrough,Middlesbrough,Inglaterra | Segunda División 24/25,"AMF, LAMF, CF",24.0,185,England,"England, Republic of Ireland",2028-06-30,right,45,3795,91.43,95.75,76.72,56.7,72.48,13.92,21.86
637,J. Rudoni,Coventry City,Coventry City,Inglaterra | Segunda División 24/25,"AMF, LCMF",23.0,185,England,England,2028-06-30,left,43,3847,86.19,87.61,71.52,75.0,70.15,70.49,46.43
638,W. Burger,Stoke City,Stoke City,Inglaterra | Segunda División 24/25,"LCMF, LDMF",24.0,191,Netherlands,Netherlands,2027-06-30,left,39,3258,37.52,42.62,27.8,25.4,53.2,83.89,84.53
639,H. Massengo,Auxerre,Burnley,Inglaterra | Segunda División 24/25,"RCMF, AMF, LDMF",23.0,178,France,"France, Congo",2027-06-30,right,8,144,36.47,19.21,13.52,85.9,42.38,30.55,24.5
640,T. Krauß,Bochum,Luton Town,Inglaterra | Segunda División 24/25,"RCMF, LCMF",23.0,182,Germany,Germany,2027-06-30,right,23,1709,48.0,68.51,35.92,33.7,57.05,41.95,82.15
641,G. Diangana,West Bromwich Albion,West Bromwich Albion,Inglaterra | Segunda División 24/25,"AMF, CF, RAMF",27.0,180,England,"England, Congo DR",2025-06-30,left,34,1657,81.58,69.89,84.4,34.95,68.28,37.72,42.51
642,J. Gelhardt,Hull City,Hull City,Inglaterra | Segunda División 24/25,"AMF, CF, RW",22.0,179,England,England,2027-06-30,left,22,1716,79.51,53.52,86.55,34.0,19.0,49.37,53.19
643,R. Slater,Hull City,Hull City,Inglaterra | Segunda División 24/25,"RCMF, RDMF",25.0,173,England,England,2026-06-30,right,44,3211,47.5,47.64,46.2,77.2,44.45,22.8,45.58
644,B. Mitchell,Millwall,Millwall,Inglaterra | Segunda División 24/25,"LCMF, LDMF, DMF",24.0,178,England,England,2025-06-30,right,19,987,14.46,26.86,23.45,70.0,64.8,40.27,85.42
645,J. Swift,West Bromwich Albion,West Bromwich Albion,Inglaterra | Segunda División 24/25,"AMF, LCMF, CF",29.0,182,England,England,2025-06-30,right,36,1930,64.38,64.02,58.8,33.65,92.5,74.12,22.79
646,R. Brewster,Sheffield United,Sheffield United,Inglaterra | Segunda División 24/25,"AMF, CF",25.0,180,England,"England, Barbados",2025-06-30,right,36,1739,79.5,57.02,57.8,44.4,48.95,68.97,29.99
647,A. Moran,Stoke City,Stoke City,Inglaterra | Segunda División 24/25,"AMF, RCMF, CF",21.0,177,Republic of Ireland,Republic of Ireland,2028-06-30,right,35,2567,68.5,62.49,40.48,72.0,52.5,48.92,58.59
648,O. Cooper,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"AMF, CF",25.0,176,England,"England, Wales",2027-06-30,right,28,1163,41.54,63.32,71.07,93.25,47.9,12.27,41.54
649,E. Kayembe,Watford,Watford,Inglaterra | Segunda División 24/25,"AMF, CF, LCMF",26.0,183,Congo DR,Congo DR,2026-06-30,left,44,3506,81.66,31.23,36.15,62.8,42.58,50.37,20.61
650,S. Twine,Bristol City,Bristol City,Inglaterra | Segunda División 24/25,"AMF, RWF, LAMF",25.0,174,England,England,2028-06-30,right,35,2255,78.3,81.54,61.98,43.2,51.65,10.12,38.91
651,M. Baidoo,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"AMF, RWF, CF",25.0,174,Ghana,Ghana,2027-12-31,right,11,510,21.56,35.94,16.68,25.85,21.85,21.37,18.29
652,M. Bird,Bristol City,Bristol City,Inglaterra | Segunda División 24/25,"AMF, LCMF, RCMF",24.0,183,England,England,2027-06-30,right,46,3708,33.71,86.17,32.62,82.15,84.22,50.92,54.79
653,J. Shelvey,Burnley,Burnley,Inglaterra | Segunda División 24/25,RCMF,32.0,184,England,"England, Republic of Ireland",2025-06-30,right,2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,M. Mehlem,Paderborn,Hull City,Inglaterra | Segunda División 24/25,"LCMF, RCMF, DMF",27.0,174,Germany,Germany,2026-06-30,right,16,987,24.21,57.56,51.62,47.2,23.1,38.87,23.97
655,A. Aouchiche,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,"AMF, LAMF, LW",22.0,181,France,"France, Algeria",2028-06-30,right,20,1079,58.5,82.03,65.12,86.8,55.4,41.92,62.94
656,A. Ben Slimane,Norwich City,Norwich City,Inglaterra | Segunda División 24/25,"LCMF, RCMF",24.0,188,Denmark,"Denmark, Tunisia",2026-06-30,right,36,2321,52.15,55.98,52.92,59.3,72.35,70.77,37.14
657,S. Baptiste,Luton Town,Luton Town,Inglaterra | Segunda División 24/25,"RCMF, DMF",27.0,180,England,"England, Grenada",,right,16,789,48.63,59.42,44.62,69.7,69.8,57.87,72.24
658,N. Madsen,Queens Park Rangers,Queens Park Rangers,Inglaterra | Segunda División 24/25,"AMF, RCMF, LCMF",25.0,192,Denmark,Denmark,2029-06-30,right,31,1889,54.84,68.69,28.58,28.0,41.58,80.22,49.49
659,A. McCann,Preston North End,Preston North End,Inglaterra | Segunda División 24/25,"LCMF, RCMF",25.0,176,Scotland,"Scotland, Northern Ireland",2027-06-30,right,29,2636,35.54,29.01,18.8,70.3,53.12,73.92,90.78
660,J. Laurent,Burnley Res.,Burnley,Inglaterra | Segunda División 24/25,"LCMF, RDMF, LDMF",29.0,188,England,England,2026-06-30,right,45,3006,48.4,56.09,56.05,46.1,57.78,86.04,75.21
661,L. Gibbs,Norwich City,Norwich City,Inglaterra | Segunda División 24/25,"AMF, LCMF, LDMF",22.0,178,England,England,2028-06-30,right,9,252,31.47,27.78,64.55,37.2,53.22,6.85,26.93
662,C. O'Hare,Sheffield United,Sheffield United,Inglaterra | Segunda División 24/25,"AMF, CF, LW",27.0,175,England,"England, Republic of Ireland",2028-06-30,right,44,3380,45.9,74.11,48.22,46.35,51.32,35.47,41.52
663,A. Randell,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"RCMF, DMF, LDMF",24.0,175,England,England,2026-06-30,right,39,3686,32.81,53.94,44.78,59.7,60.5,78.42,70.6
664,V. Torp,Coventry City,Coventry City,Inglaterra | Segunda División 24/25,"RCMF, RDMF, AMF",25.0,178,Denmark,Denmark,2028-06-30,right,36,2290,84.52,82.67,28.7,91.6,72.48,74.9,70.82
665,S. Armstrong,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,"AMF, RCMF",33.0,183,Scotland,Scotland,2026-12-31,right,11,585,37.4,67.69,35.98,90.0,60.98,37.72,38.06
666,I. Price,West Bromwich Albion,West Bromwich Albion,Inglaterra | Segunda División 24/25,"AMF, RCMF, RB",21.0,178,Northern Ireland,"Northern Ireland, England",2027-06-30,right,15,1131,47.55,73.25,53.12,83.6,71.12,78.32,92.09
667,D. Gyabi,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"LCMF, LDMF, RCMF",21.0,196,England,"England, Ghana",2026-06-30,right,43,3081,37.6,28.41,82.45,34.3,35.44,60.9,68.03
668,K. Goudmijn,Derby County,Derby County,Inglaterra | Segunda División 24/25,"RCMF, RDMF",23.0,173,Netherlands,"Netherlands, Suriname",2028-06-30,right,41,2513,48.01,52.2,83.3,69.3,63.88,24.37,53.65
669,S. Thórdarson,Preston North End,Preston North End,Inglaterra | Segunda División 24/25,"RCMF, DMF, LCMF",26.0,189,Iceland,Iceland,2027-06-30,right,39,2712,53.08,59.88,68.55,34.0,61.6,46.49,42.53
670,L. Baker,Stoke City,Stoke City,Inglaterra | Segunda División 24/25,"AMF, RDMF, CF",30.0,182,England,"England, Jamaica",2026-06-30,right,32,2293,84.44,49.28,36.35,35.9,51.13,22.92,34.03
671,L. Sibley,Rotherham United,Oxford United,Inglaterra | Segunda División 24/25,"LCMF, RCMF",23.0,183,England,England,,left,11,228,71.12,14.98,49.45,13.4,10.08,4.97,53.69
672,P. Mpanzu,Rotherham United,Luton Town,Inglaterra | Segunda División 24/25,"LCMF, RCMF",30.0,175,England,"England, Congo DR",2025-06-30,right,10,285,19.83,43.08,41.88,15.1,18.3,55.42,78.56
673,D. Holmes,Preston North End,Preston North End,Inglaterra | Segunda División 24/25,"RCMF, RWB, RAMF",30.0,173,United States,"United States, England",2025-06-30,right,29,988,43.54,68.37,92.4,79.5,58.92,12.87,46.03
674,E. Marcondes,Norwich City,Norwich City,Inglaterra | Segunda División 24/25,"LCMF, CF",30.0,182,Denmark,"Denmark, Brazil",2026-06-30,right,33,2480,77.69,81.22,42.05,41.5,70.58,48.3,68.7
675,J. Houghton,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"LCMF, RCMF, DMF",29.0,183,England,England,2025-06-30,right,30,1693,18.34,20.98,20.5,7.2,21.92,81.22,80.95
676,R. Colwill,Cardiff City,Cardiff City,Inglaterra | Segunda División 24/25,"AMF, CF",23.0,193,Wales,Wales,2027-06-30,right,43,2802,47.36,78.16,84.35,62.35,66.2,57.57,48.4
677,A. Matos,Oxford United,Oxford United,Inglaterra | Segunda División 24/25,"AMF, RCMF",20.0,175,England,England,2026-06-30,right,20,1032,15.21,18.91,73.4,69.0,15.94,33.17,92.5
678,T. Dele-Bashiru,Watford,Watford,Inglaterra | Segunda División 24/25,"LCMF, LDMF",25.0,183,England,"England, Nigeria",2026-06-30,right,27,2260,63.56,17.4,74.97,60.8,62.03,48.72,34.99
679,K. Palmer,Hull City,Hull City,Inglaterra | Segunda División 24/25,"AMF, LCMF",28.0,175,England,"England, Jamaica",2027-06-30,right,29,1277,69.09,78.49,78.92,40.9,72.65,67.41,20.89
680,L. Cullen,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"AMF, CF",26.0,178,Wales,Wales,2028-06-30,left,42,3211,91.5,59.68,17.35,61.85,31.42,60.92,28.72
681,M. Sissoko,Watford,Watford,Inglaterra | Segunda División 24/25,"RCMF, RAMF, RW",35.0,187,France,"France, Mali",2026-06-30,right,40,3168,73.74,45.88,27.02,48.1,48.8,80.89,44.43
682,R. Ledson,Preston North End,Preston North End,Inglaterra | Segunda División 24/25,RCMF,27.0,175,England,England,2025-06-30,right,26,1337,42.45,48.55,24.0,66.7,50.34,81.55,74.55
683,R. Al Hajj,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"AMF, LWF, LCMF",23.0,174,Lebanon,"Lebanon, Sweden",2027-06-30,right,28,1499,75.18,38.39,51.82,18.5,42.58,35.58,61.28
684,A. Ramsey,Cardiff City,Cardiff City,Inglaterra | Segunda División 24/25,"AMF, LDMF, CF",34.0,183,Wales,Wales,2025-06-30,right,8,624,26.67,40.12,21.88,69.0,88.65,46.37,61.79
685,J. Clark,Luton Town,Luton Town,Inglaterra | Segunda División 24/25,"LCMF, DMF",31.0,183,England,England,,right,40,3541,71.11,76.89,70.6,69.1,61.98,60.32,70.27
686,G. Earthy,Bristol City,Bristol City,Inglaterra | Segunda División 24/25,"AMF, RWF, LWF",20.0,180,England,England,2026-06-30,right,37,1638,72.46,47.66,30.18,20.35,60.2,14.37,51.36
687,J. Thompson,Stoke City,Stoke City,Inglaterra | Segunda División 24/25,"LCMF, LDMF, RDMF",28.0,175,Northern Ireland,Northern Ireland,2025-06-30,left,23,1512,15.58,28.94,36.15,35.55,61.72,66.85,43.8
688,A. Weimann,Blackburn Rovers,Blackburn Rovers,Inglaterra | Segunda División 24/25,"AMF, RAMF, LAMF",33.0,179,Austria,Austria,2025-06-30,right,30,1556,94.55,59.29,21.2,31.6,27.48,47.12,13.34
689,G. Honeyman,Millwall,Millwall,Inglaterra | Segunda División 24/25,"AMF, RAMF, CF",30.0,173,England,England,,right,40,2683,48.97,61.73,38.68,69.3,29.98,19.42,50.78
690,C. Lang,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,"AMF, RAMF",26.0,183,England,England,2026-06-30,right,32,2656,92.78,53.31,71.1,66.1,20.45,52.12,36.27
691,S. Ingelsson,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,"LCMF, RDMF, LW",26.0,189,Sweden,Sweden,2026-06-30,left,35,1859,48.0,75.18,46.18,88.45,36.83,49.52,62.6
692,O. Romenij,Oxford United,Oxford United,Inglaterra | Segunda División 24/25,"AMF, CF",24.0,185,Netherlands,Netherlands,2026-06-30,right,14,655,60.53,24.41,61.7,23.2,34.12,16.15,14.31
693,A. Robertson,Cardiff City,Cardiff City,Inglaterra | Segunda División 24/25,"AMF, RCMF, RDMF",22.0,182,England,"England, Australia",2028-06-30,right,35,2635,53.76,63.28,52.3,69.0,61.0,67.62,72.64
694,T. Aasgaard,Luton Town,Luton Town,Inglaterra | Segunda División 24/25,"LCMF, AMF, DMF",23.0,170,England,"England, Norway",2028-06-30,right,17,1647,61.44,41.61,69.1,25.1,23.0,72.87,34.13
695,T. Seko,Stoke City,Stoke City,Inglaterra | Segunda División 24/25,"RCMF, RDMF, LDMF",27.0,175,Japan,Japan,2027-06-30,right,25,1755,15.94,32.2,43.03,75.6,67.75,62.07,76.23
696,C. Wright,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"AMF, LWF, LW",25.0,182,England,England,2026-06-30,right,35,1630,43.03,26.87,50.38,47.95,16.08,53.92,42.62
697,A. Gilbert,Charlton Athletic,Middlesbrough,Inglaterra | Segunda División 24/25,"AMF, RDMF",23.0,183,England,"England, Republic of Ireland",2027-06-30,right,7,112,78.34,48.82,70.9,16.3,70.35,60.67,6.92
698,J. Windass,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,"AMF, RWF, CF",31.0,176,England,England,,right,44,3458,88.17,70.55,50.92,44.6,56.9,36.34,13.96
699,L. Andersen,Queens Park Rangers,Queens Park Rangers,Inglaterra | Segunda División 24/25,"AMF, LAMF",30.0,185,Denmark,Denmark,2025-06-30,right,33,1327,65.13,66.86,42.53,48.2,44.52,40.34,21.71
700,I. El Mizouni,Oxford United,Oxford United,Inglaterra | Segunda División 24/25,"LCMF, RCMF",24.0,185,France,"France, Tunisia",2027-06-30,right,28,1380,44.31,51.83,39.93,17.6,46.02,26.12,62.44
701,Rúben Rodrigues,Oxford United,Oxford United,Inglaterra | Segunda División 24/25,"AMF, RCMF, CF",28.0,181,Portugal,"Portugal, Netherlands",,right,39,2402,72.42,67.16,68.27,62.9,36.0,31.68,61.75
702,E. Adams,Derby County,Derby County,Inglaterra | Segunda División 24/25,"RCMF, LDMF",29.0,178,Gambia,"Gambia, England",2027-06-30,right,44,4145,70.49,28.87,46.7,46.25,34.5,92.3,90.25
703,R. Borges Rodrigues,Coventry City,Coventry City,Inglaterra | Segunda División 24/25,"LCMF, RAMF, LW",21.0,173,Netherlands,"Netherlands, Brazil",2028-06-30,right,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,M. McGuane,Bristol City,Bristol City,Inglaterra | Segunda División 24/25,"RCMF, LCMF",26.0,178,England,"England, Republic of Ireland",2026-06-30,right,21,1192,18.19,13.58,80.6,23.7,56.9,43.42,73.95
705,L. Thompson,Derby County,Derby County,Inglaterra | Segunda División 24/25,"LCMF, RCMF",23.0,173,England,England,2025-06-30,right,28,1750,16.75,26.05,33.9,45.3,28.58,48.77,66.5
706,L. Walsh,Luton Town,Luton Town,Inglaterra | Segunda División 24/25,"RCMF, LCMF",27.0,168,England,England,,right,26,1516,25.91,48.85,23.85,72.5,58.65,26.52,64.74
707,C. Saydee,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,"AMF, CF",22.0,181,England,"England, Liberia",2026-06-30,right,29,1302,75.81,44.61,60.35,84.05,19.58,50.52,21.1
708,J. Allen,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"AMF, RDMF, LDMF",35.0,170,Wales,Wales,2025-06-30,right,25,837,50.1,41.87,33.3,60.65,69.8,50.81,39.96
709,B. Bannan,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,"LCMF, LDMF",35.0,170,Scotland,Scotland,2025-06-30,left,41,3768,56.24,77.36,24.58,82.0,89.4,25.87,61.22
710,M. Spencer Peart-Harris,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"AMF, CF",22.0,0,England,England,,unknown,3,79,13.9,11.83,38.2,6.7,10.2,69.67,4.73
711,W. Odobert,Tottenham Hotspur,Burnley,Inglaterra | Segunda División 24/25,AMF,19.0,182,France,"France, Martinique",2027-06-30,right,1,92,66.03,63.1,18.68,6.7,24.98,4.52,23.23
712,E. Myles,Norwich City,Norwich City,Inglaterra | Segunda División 24/25,"LCMF, LWF",18.0,178,Wales,"Wales, England",,right,3,59,13.9,9.57,2.7,6.7,12.9,7.22,45.94
713,T. Carroll,Preston North End,Preston North End,Inglaterra | Segunda División 24/25,RCMF,17.0,0,England,England,,unknown,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,S. Sidibe,Stoke City U21,Stoke City,Inglaterra | Segunda División 24/25,"RCMF, LCMF, RDMF",18.0,0,France,"France, England",2026-06-30,unknown,8,350,13.9,32.76,12.25,7.45,42.72,50.02,27.16
715,O. Arblaster,Sheffield United U21,Sheffield United,Inglaterra | Segunda División 24/25,"RCMF, LCMF, RDMF",20.0,178,England,England,2028-06-30,right,12,1079,55.34,56.54,69.65,41.8,90.1,75.92,52.72
716,T. Chirewa,Derby County,Derby County,Inglaterra | Segunda División 24/25,"AMF, LCMF, RCMF",21.0,181,England,"England, Zimbabwe",2025-05-31,right,5,171,25.67,12.42,80.7,6.7,44.59,4.67,52.66
717,J. Hatch,Plymouth Argyle U18,Plymouth Argyle,Inglaterra | Segunda División 24/25,RCMF,18.0,0,England,"England, Wales",,right,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,G. Forsyth,Norwich City U21,Norwich City,Inglaterra | Segunda División 24/25,"RCMF, RW, LCMF",18.0,183,Scotland,Scotland,,left,5,186,22.95,21.14,83.12,92.2,67.72,22.92,76.17
719,M. Fanne Dabo,Luton Town,Luton Town,Inglaterra | Segunda División 24/25,AMF,20.0,0,Spain,"Spain, Senegal",,unknown,1,88,37.22,16.31,49.98,6.7,19.2,85.42,3.42
720,C. Crew,Doncaster Rovers,Leeds United,Inglaterra | Segunda División 24/25,AMF,18.0,0,Wales,Wales,2028-06-30,right,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,H. Gray,Leeds United U21,Leeds United,Inglaterra | Segunda División 24/25,AMF,16.0,0,England,England,,right,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,B. Lloyd,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"AMF, LAMF",20.0,175,Wales,Wales,2026-06-30,left,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Lamine Dabo,Luton Town,Luton Town,Inglaterra | Segunda División 24/25,"RCMF, RDMF, AMF",21.0,185,Senegal,"Senegal, Spain",2029-06-30,right,12,643,31.36,31.9,59.65,78.2,14.64,59.92,65.83
724,C. Roberts,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"RCMF, LCMF",19.0,0,England,England,2026-06-30,unknown,5,213,31.15,10.59,18.58,6.7,26.6,86.17,90.94
725,M. Boateng,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"RCMF, LCMF",22.0,182,England,"England, Ghana",2028-06-30,right,7,256,21.1,11.33,31.65,6.7,39.75,84.82,82.9
726,K. Morgan,Queens Park Rangers,Queens Park Rangers,Inglaterra | Segunda División 24/25,"AMF, LCMF, RCMF",19.0,0,England,England,,unknown,30,1728,36.49,42.67,30.6,31.7,47.9,28.42,28.03
727,C. Rigg,Sunderland,Sunderland,Inglaterra | Segunda División 24/25,"AMF, CF, RCMF",17.0,175,England,England,2027-06-30,left,42,3299,65.89,54.92,55.35,73.5,48.2,50.17,35.94
728,H. Jones,Sunderland U21,Sunderland,Inglaterra | Segunda División 24/25,AMF,20.0,0,England,England,2025-06-30,right,4,143,34.03,66.81,39.0,87.4,40.67,82.87,28.5
729,J. Makengo,Lorient,Lorient,Francia | Segunda División 24/25,"RCMF, LCMF",26.0,177,France,"France, Congo DR",2027-06-30,left,17,758,48.55,55.46,73.47,75.27,44.93,80.24,25.62
730,L. Abergel,Lorient,Lorient,Francia | Segunda División 24/25,"LCMF, DMF",32.0,170,France,France,2029-06-30,right,31,2997,42.96,70.96,68.97,62.53,91.07,42.78,66.97
731,J. Deminguet,Metz,Metz,Francia | Segunda División 24/25,"LCMF, RCMF, LDMF",27.0,178,France,France,2027-06-30,left,30,2587,42.89,48.06,42.5,59.93,75.83,29.34,84.39
732,D. Louiserre,Guingamp,Guingamp,Francia | Segunda División 24/25,"RCMF, LCMF",30.0,173,France,"France, Guadeloupe",2025-06-30,right,32,2887,37.43,32.56,30.33,31.6,82.63,53.58,72.26
733,H. Keïta,Clermont,Clermont,Francia | Segunda División 24/25,"RCMF, AMF",23.0,182,Mali,"Mali, Côte d'Ivoire",2027-06-30,left,26,2259,43.52,58.27,72.03,34.0,60.67,36.38,42.84
734,X. Chavalerin,Troyes,Troyes,Francia | Segunda División 24/25,"LCMF, LDMF",34.0,179,France,France,2026-06-30,left,15,679,29.08,52.69,44.33,83.87,25.47,30.11,63.56
735,S. Sanna,Laval,Laval,Francia | Segunda División 24/25,"LCMF, LDMF",26.0,170,France,"France, Italy",2029-06-30,right,27,2287,60.29,59.7,45.2,71.27,44.6,40.88,70.95
736,E. Bardeli,Dunkerque,Dunkerque,Francia | Segunda División 24/25,"LCMF, RCMF",24.0,173,France,France,2026-06-30,right,32,2858,86.6,93.03,34.3,77.93,79.2,16.04,27.07
737,J. Benet,Grenoble,Grenoble,Francia | Segunda División 24/25,"LCMF, DMF",29.0,186,France,France,2026-06-30,right,32,2617,73.69,65.96,28.0,40.0,71.43,54.86,67.46
738,A. Trouillet,Rodez ,Rodez ,Francia | Segunda División 24/25,"RCMF, LCMF",24.0,175,France,"France, Germany",2025-06-30,right,10,379,25.99,51.1,66.23,71.33,69.4,83.51,57.01
739,K. Bamba,Clermont,Clermont,Francia | Segunda División 24/25,"AMF, LW, LAMF",31.0,177,France,"France, Senegal",,right,7,373,39.68,89.86,86.63,91.07,76.13,23.04,40.88
740,K. Sidibé,Guingamp,Guingamp,Francia | Segunda División 24/25,"RCMF, LCMF",26.0,202,France,"France, Mali",2026-06-30,right,30,2571,43.34,50.13,62.23,23.47,63.63,96.04,49.78
741,A. Pitu,Dunkerque,Dunkerque,Francia | Segunda División 24/25,"RCMF, LCMF",22.0,170,Germany,"Germany, Romania",2027-06-30,right,5,143,18.21,13.82,19.73,6.4,17.53,54.18,36.8
742,Y. M'Vila,Caen,Caen,Francia | Segunda División 24/25,"LCMF, DMF",34.0,183,France,"France, Congo",2026-06-30,right,18,1593,50.39,57.03,27.6,34.4,89.3,92.68,71.23
743,T. Valls,Grenoble,Grenoble,Francia | Segunda División 24/25,"RCMF, RDMF",29.0,178,France,France,2026-06-30,left,28,2515,81.23,76.96,39.67,42.93,71.63,51.41,46.81
