,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Progresion de pelota,Juego asociado,Juego aéreo,1v1 en defensa,Defensa
877,D. Da Silva,Clermont,Clermont,Francia | Segunda División 24/25,RCB,36.0,184,France,"France, Portugal",2025-06-30,right,24,2315,65.55,70.05,54.23,85.37,60.98,57.85,24.58,48.56
878,D. Durivaux,Red Star,Red Star,Francia | Segunda División 24/25,"RCB, RB, RWB",23.0,177,France,France,2027-06-30,right,27,2394,37.91,80.08,71.03,78.64,64.77,23.6,68.22,53.58
879,L. Kouagba,Red Star,Red Star,Francia | Segunda División 24/25,LCB,30.0,182,France,"France, Côte d'Ivoire",2025-06-30,left,32,3123,66.16,52.43,61.68,74.51,76.4,52.71,48.15,33.73
880,A. Tchaptchet,Grenoble,Grenoble,Francia | Segunda División 24/25,LCB,23.0,193,France,"France, Cameroon",2026-06-30,left,25,2327,34.86,36.57,18.11,37.24,51.38,54.67,29.07,54.23
881,P. Gozzi,Troyes,Troyes,Francia | Segunda División 24/25,"LB, LCB",24.0,184,Italy,"Italy, Nigeria",2026-06-30,left,16,1153,27.38,61.53,43.5,42.8,36.12,48.48,13.13,31.41
882,M. Huard,Ajaccio,Ajaccio,Francia | Segunda División 24/25,"LCB, LB",26.0,178,France,France,,left,21,1716,27.78,77.39,66.78,61.64,28.01,23.41,59.09,46.84
883,A. Monfray,Troyes,Troyes,Francia | Segunda División 24/25,RCB,34.0,185,France,"France, Algeria",2026-06-30,right,25,2432,47.61,40.32,36.52,69.42,80.44,47.47,67.52,72.85
884,A. Lô,Metz,Metz,Francia | Segunda División 24/25,"RCB, LCB, CB",25.0,187,Senegal,Senegal,2025-06-30,right,15,1079,41.92,42.88,57.76,19.04,73.69,28.36,50.7,66.35
885,Opa Sangante,Dunkerque,Dunkerque,Francia | Segunda División 24/25,RCB,34.0,188,Guinea-Bissau,"Guinea-Bissau, France",,right,33,3163,75.46,64.27,27.03,77.55,63.04,39.98,38.97,35.33
886,J. Kouadio,Annecy,Annecy,Francia | Segunda División 24/25,"RCB, RB",25.0,175,France,"France, Côte d'Ivoire",,right,19,1312,27.35,73.34,41.31,37.27,38.08,26.31,78.36,73.49
887,S. Solvet,Martigues,Martigues,Francia | Segunda División 24/25,"RCB, CB",29.0,191,Guadeloupe,"Guadeloupe, France",2025-06-30,right,26,2421,93.42,56.83,73.04,30.23,30.19,67.62,82.43,73.97
888,L. Mouyokolo,Grenoble,Grenoble,Francia | Segunda División 24/25,"CB, RCB",23.0,194,France,"France, Congo",2027-06-30,right,24,2185,75.66,51.87,40.4,20.58,42.76,56.62,44.91,41.25
889,M. Tahrat,Troyes,Troyes,Francia | Segunda División 24/25,RCB,34.0,193,France,"France, Algeria",2025-06-30,right,4,297,45.53,23.49,75.63,19.74,30.14,86.82,23.74,79.48
890,R. Thomas,Caen,Caen,Francia | Segunda División 24/25,LCB,36.0,193,France,France,2025-06-30,left,23,2041,84.81,45.4,35.35,74.51,62.2,71.18,34.72,58.07
891,I. Traoré,Metz,Metz,Francia | Segunda División 24/25,"LCB, CB",38.0,184,France,"France, Côte d'Ivoire",2025-06-30,right,18,1725,86.06,50.72,36.52,36.61,70.98,40.54,30.89,32.93
892,T. Kolodziejczak,Paris,Paris,Francia | Segunda División 24/25,LCB,33.0,183,France,"France, Poland",2025-06-30,left,29,2873,77.06,72.41,21.26,85.35,90.7,46.6,39.77,28.93
893,É. Vandenabeele,Rodez ,Rodez ,Francia | Segunda División 24/25,CB,33.0,185,France,France,2025-06-30,right,23,1906,51.31,30.54,39.37,33.55,34.72,57.29,54.81,56.61
894,J. Chougrani,Rodez ,Rodez ,Francia | Segunda División 24/25,LCB,33.0,185,France,"France, Algeria",2025-06-30,left,5,212,55.86,45.99,7.52,82.06,25.75,84.39,77.69,59.93
895,X. Kouassi,Pau,Pau,Francia | Segunda División 24/25,"RCB, CB, RDMF",35.0,173,Côte d'Ivoire,Côte d'Ivoire,2025-06-30,right,20,1021,38.41,27.24,44.6,20.65,53.11,18.43,35.14,43.7
896,B. Mendy,Red Star,Red Star,Francia | Segunda División 24/25,CB,33.0,179,Senegal,"Senegal, France",2025-06-30,right,12,1046,40.84,49.87,21.07,20.07,56.4,71.05,60.14,53.86
897,M. Adilehou,Laval,Laval,Francia | Segunda División 24/25,"CB, RCB, LCB",29.0,190,France,"France, Benin",2027-06-30,right,11,701,33.96,25.37,42.78,31.47,58.46,16.4,48.6,26.65
898,W. Bianda,Laval,Laval,Francia | Segunda División 24/25,LCB,24.0,185,France,"France, Cameroon",2027-06-30,left,6,477,26.84,32.05,73.53,28.69,29.3,53.13,79.95,53.8
899,D. Meddah,Pau,Pau,Francia | Segunda División 24/25,"RCB, LCB, RB",22.0,187,France,"France, Algeria",2026-06-30,right,12,923,79.17,45.77,77.15,88.39,68.36,43.41,20.79,28.34
900,O. Kanté,Pau,Pau,Francia | Segunda División 24/25,"RCB, LCB",35.0,182,France,"France, Guinea",2025-06-30,right,16,1298,33.11,54.75,60.23,69.28,52.29,20.04,34.49,42.85
901,V. Sasso,Dunkerque,Dunkerque,Francia | Segunda División 24/25,LCB,34.0,190,France,France,,right,31,2849,90.09,56.37,38.69,58.11,91.07,76.27,21.82,46.02
902,L. Nestor,Grenoble,Grenoble,Francia | Segunda División 24/25,"LCB, RCB",35.0,179,Guadeloupe,"Guadeloupe, France",2025-06-30,right,2,93,33.18,28.22,5.68,31.36,27.34,40.93,69.35,89.78
903,W. Kokolo,Laval,Laval,Francia | Segunda División 24/25,"LB, LCB",24.0,181,France,France,2027-06-30,left,31,2069,64.87,78.89,63.64,67.57,43.32,14.39,61.78,58.14
904,Yohan Tavares,Laval,Laval,Francia | Segunda División 24/25,"CB, RCB",37.0,188,France,"France, Portugal",2025-06-30,right,28,2735,27.3,36.17,35.37,9.0,42.15,71.54,49.77,32.0
905,A. El Hriti,Versailles,Red Star,Francia | Segunda División 24/25,"LB, LWB, LCB",35.0,179,France,"France, Morocco",2025-06-30,left,9,117,26.84,64.53,64.07,89.98,44.67,57.19,23.13,61.78
906,S. Falette,Martigues,Martigues,Francia | Segunda División 24/25,LCB,33.0,185,France,"France, Guinea",2025-06-30,left,32,2946,36.13,45.83,28.95,45.77,40.93,53.55,61.66,61.85
907,F. Nsakala,Annecy,Annecy,Francia | Segunda División 24/25,"LB, LCB",34.0,178,France,"France, Congo DR",2025-06-30,left,24,2109,30.32,63.88,47.41,59.07,20.7,29.2,49.79,86.84
908,A. Demouchy,Guingamp U21,Guingamp,Francia | Segunda División 24/25,"RCB, LCB",22.0,185,France,France,,unknown,4,212,53.11,26.3,46.05,54.23,55.84,80.79,74.91,42.0
909,T. Akpakoun,Troyes,Troyes,Francia | Segunda División 24/25,"RB, RCB",19.0,174,France,"France, Benin",,right,1,72,26.84,55.99,70.65,39.46,52.57,7.66,17.38,23.89
910,M. Bonalair,Martigues B,Martigues,Francia | Segunda División 24/25,LCB,20.0,0,France,France,,unknown,2,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,T. Fragassi,unknown,Ajaccio,Francia | Segunda División 24/25,"RDMF, LCB, LDMF",19.0,0,France,France,,unknown,1,51,26.84,21.77,7.13,65.35,60.19,7.66,29.02,24.56
912,A. Ait Boudlal,Amiens SC,Amiens SC,Francia | Segunda División 24/25,"RCB, CB",19.0,190,Morocco,Morocco,,right,9,803,41.32,38.41,72.83,5.68,21.5,56.07,73.27,66.15
913,S. Sané,Metz,Metz,Francia | Segunda División 24/25,RCB,20.0,182,Senegal,Senegal,2028-06-30,right,25,2410,50.31,51.25,55.14,77.36,88.76,26.68,51.82,73.54
914,J. Guevara,Bastia,Bastia,Francia | Segunda División 24/25,LCB,23.0,180,Colombia,Colombia,2025-06-30,right,16,1187,54.19,51.2,65.77,31.52,73.04,59.53,91.31,54.08
915,A. Badey,Laval,Laval,Francia | Segunda División 24/25,LCB,21.0,0,Côte d'Ivoire,Côte d'Ivoire,,unknown,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,A. Drouhin,Annecy,Annecy,Francia | Segunda División 24/25,"LCB, RCB, CB",25.0,187,France,France,2025-06-30,right,27,2415,82.14,33.74,50.54,15.49,25.37,85.8,25.09,72.42
917,J. Mwimba Isala,Clermont,Clermont,Francia | Segunda División 24/25,"LCB, RCB",22.0,187,Congo,Congo,2027-06-30,right,9,617,27.75,22.06,46.12,36.19,40.93,11.03,71.87,41.93
918,A. Ahoussou,Rapid Wien,Pau,Francia | Segunda División 24/25,"RCB, LCB",21.0,194,Côte d'Ivoire,Côte d'Ivoire,2029-06-30,left,19,1875,80.83,37.58,44.35,46.45,68.48,61.62,51.73,33.98
919,L. Gautier,unknown,Martigues,Francia | Segunda División 24/25,"RCB, RB",19.0,0,France,France,,unknown,7,422,45.94,46.08,17.52,53.67,37.2,47.75,74.02,32.17
920,A. Soumahoro,Hamburger SV,Paris,Francia | Segunda División 24/25,"LCB, LB, RCB",20.0,184,France,"France, Côte d'Ivoire",2027-06-30,left,13,672,51.24,58.66,63.62,56.43,90.19,26.31,69.42,66.98
921,R. Valme,Annecy,Annecy,Francia | Segunda División 24/25,"LCB, RDMF",20.0,0,France,"France, Haiti",2025-06-30,right,7,177,26.84,21.77,57.85,13.34,20.79,42.8,51.17,69.81
922,N. Adjei,Lorient,Lorient,Francia | Segunda División 24/25,"LCB, RCB",22.0,191,Ghana,Ghana,2026-06-30,right,9,726,30.86,29.08,63.9,54.32,64.67,57.94,6.21,26.9
923,J. Jacquet,Rennes,Clermont,Francia | Segunda División 24/25,LCB,19.0,188,France,"France, Guadeloupe",2027-06-30,right,16,1513,73.25,44.63,78.97,84.6,71.14,63.51,85.61,61.39
924,A. Pelon,Rodez ,Rodez ,Francia | Segunda División 24/25,"CB, LCB",20.0,186,France,France,2027-06-30,right,7,432,26.84,26.01,4.77,12.13,21.21,68.41,84.44,69.25
925,C. Doumbia,Rodez ,Rodez ,Francia | Segunda División 24/25,"LB, RCB",20.0,165,France,"France, Mali",2027-06-30,left,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,B. Yaméogo,Grenoble,Grenoble,Francia | Segunda División 24/25,RCB,20.0,185,Burkina Faso,Burkina Faso,2025-06-30,right,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,N. Fernandez,Dunkerque,Dunkerque,Francia | Segunda División 24/25,"LCB, DMF, RCB",20.0,184,France,France,,right,7,463,26.84,49.21,33.04,80.58,61.36,16.73,82.03,70.64
928,M. Kanté,Paris,Paris,Francia | Segunda División 24/25,"LCMF, AMF, RCB",19.0,178,France,"France, Mali",2029-06-30,unknown,6,99,43.91,30.91,94.46,21.8,57.76,37.85,80.75,11.08
929,G. Kondo,Dunkerque,Dunkerque,Francia | Segunda División 24/25,"LB, LCB",23.0,180,France,"France, Congo DR",2027-06-30,left,7,326,26.84,51.77,68.88,54.39,47.48,14.6,7.76,50.25
930,J. Ayessa,Ajaccio,Ajaccio,Francia | Segunda División 24/25,RCB,25.0,188,France,"France, Congo DR",,right,24,1870,35.43,29.96,50.79,23.83,32.85,42.61,65.0,54.93
931,L. Quenabio,Rodez ,Rodez ,Francia | Segunda División 24/25,"RCB, CB",24.0,184,France,"France, Congo",2026-06-30,right,22,2050,32.7,49.2,51.8,63.53,31.4,52.71,97.24,68.88
932,U. Mboula,Metz,Metz,Francia | Segunda División 24/25,LCB,22.0,0,Gabon,Gabon,2026-06-30,unknown,10,974,33.46,54.5,57.15,73.86,97.29,39.16,29.11,37.03
933,S. Bakayoko,Amiens SC,Amiens SC,Francia | Segunda División 24/25,RCB,19.0,0,Côte d'Ivoire,"Côte d'Ivoire, France",2027-06-30,right,21,1504,84.32,56.06,26.43,20.91,34.02,39.05,62.55,47.59
934,O. Kouassi,Laval,Laval,Francia | Segunda División 24/25,"RCB, LCB",22.0,184,France,"France, Côte d'Ivoire",2027-06-30,right,32,3052,79.75,78.85,69.04,59.86,36.1,46.35,50.91,28.91
935,M. Jaouab,Amiens SC,Amiens SC,Francia | Segunda División 24/25,"LCB, CB",22.0,190,Morocco,Morocco,2028-06-30,right,24,1962,38.66,44.65,58.76,37.55,41.82,22.89,48.79,73.97
936,E. Riou,Annecy,Annecy,Francia | Segunda División 24/25,LCB,18.0,0,France,France,,unknown,3,110,49.77,46.02,54.44,33.01,36.89,39.11,3.04,22.12
937,I. M'Bahia,Clermont,Clermont,Francia | Segunda División 24/25,"RB, LCB",20.0,174,Côte d'Ivoire,Côte d'Ivoire,,right,4,126,46.8,25.44,56.78,70.02,47.15,55.04,17.06,54.44
938,T. Delphis,Annecy,Annecy,Francia | Segunda División 24/25,"RB, LB, RCB",22.0,183,France,France,2026-06-30,right,30,2572,39.02,41.63,43.32,26.1,18.69,33.92,19.53,63.09
939,I. Ganiou,Annecy,Annecy,Francia | Segunda División 24/25,"RWB, RB, RCB",20.0,185,France,"France, Burkina Faso",2027-06-30,right,11,994,70.24,80.23,87.66,38.36,39.95,56.73,79.11,67.77
940,S. Bane,Annecy,Annecy,Francia | Segunda División 24/25,"RCB, LCB, CB",21.0,184,Senegal,Senegal,2028-06-30,right,13,1098,31.28,29.27,54.39,5.63,25.65,76.66,50.23,46.5
941,R. Verhaeghe,Caen II,Caen,Francia | Segunda División 24/25,RCB,21.0,0,France,France,2025-06-30,right,2,189,26.84,21.77,4.63,4.56,37.15,7.8,24.98,32.38
942,J. Escartin,Red Star,Red Star,Francia | Segunda División 24/25,"RCB, RCMF",22.0,193,France,"France, Congo DR",2027-06-30,right,29,1451,33.38,66.78,50.37,28.76,68.69,74.9,50.19,59.61
943,M. Meyapya,Red Star,Red Star,Francia | Segunda División 24/25,"CB, RCB",24.0,185,Cameroon,Cameroon,2025-06-30,right,12,873,36.78,42.81,56.87,45.91,52.71,76.33,46.38,58.56
944,A. Moucketou-Moussounda,Caen,Caen,Francia | Segunda División 24/25,"RCB, LCB",24.0,184,Gabon,Gabon,2027-05-31,right,9,789,51.8,70.63,32.31,69.09,66.5,46.35,29.3,8.34
945,S. Nair,Guingamp,Guingamp,Francia | Segunda División 24/25,"LCB, RCB",23.0,186,France,"France, Algeria",2027-06-30,right,26,2342,73.31,61.72,89.51,84.09,66.4,94.66,44.72,38.5
946,D. Gomis,Guingamp,Guingamp,Francia | Segunda División 24/25,RCB,30.0,188,Senegal,"Senegal, France",2027-06-30,right,17,1632,67.63,49.55,67.06,66.17,62.06,87.88,84.18,58.39
947,E. Sarıkaya,Grenoble,Grenoble,Francia | Segunda División 24/25,LCB,19.0,185,Türkiye,Türkiye,2027-06-30,left,2,194,26.84,28.38,4.63,21.71,25.56,11.4,33.06,48.83
948,J. Diaz,Troyes,Troyes,Francia | Segunda División 24/25,"LCB, RCB",21.0,193,France,"France, Côte d'Ivoire",2029-06-30,right,33,3215,49.55,71.3,53.18,56.57,70.68,60.93,37.57,56.45
949,E. Martel,Köln,Köln,Alemania | Segunda División 24/25,"CB, DMF, RCMF",23.0,188,Germany,Germany,2026-06-30,right,30,2906,76.2,54.41,61.24,32.48,48.14,78.87,77.77,55.1
950,T. Hübers,Köln,Köln,Alemania | Segunda División 24/25,"RCB, CB",28.0,190,Germany,Germany,2026-06-30,right,28,2694,85.72,61.64,68.71,70.02,58.29,87.46,23.02,26.82
951,F. Jeltsch,Stuttgart,Nürnberg,Alemania | Segunda División 24/25,"RCB, LCB",18.0,185,Germany,Germany,,right,18,1727,67.61,40.3,79.11,39.28,47.85,48.25,83.17,61.65
952,M. Bauer,Kaiserslautern,Kaiserslautern,Alemania | Segunda División 24/25,LCB,25.0,189,Germany,Germany,2027-06-30,right,11,1066,35.36,57.06,78.66,59.68,55.35,35.1,88.51,44.47
953,L. Perrin,Cercle Brugge,Hamburger SV,Alemania | Segunda División 24/25,RCB,26.0,188,France,France,2026-06-30,right,6,366,41.52,18.69,53.0,49.93,51.63,24.86,92.62,45.22
954,J. Siebert,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,LCB,23.0,193,Germany,Germany,2027-06-30,right,19,1711,42.13,60.82,44.21,29.11,47.62,58.12,57.2,64.83
955,P. Neumann,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"RCB, LCB",27.0,192,Germany,Germany,2025-06-30,right,31,3017,63.63,73.9,57.57,81.04,37.3,58.12,56.14,41.09
956,M. Dietz,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,"RCMF, CB, RCB",23.0,189,United States,"United States, Germany",2027-06-30,right,25,2236,22.0,57.74,38.29,63.09,75.92,14.73,16.44,13.29
957,T. Drexler,Nürnberg,Nürnberg,Alemania | Segunda División 24/25,RCB,20.0,186,Germany,Germany,2028-06-30,right,14,1189,68.89,52.71,57.67,17.4,42.28,26.74,37.57,26.27
958,R. Knoche,Nürnberg,Nürnberg,Alemania | Segunda División 24/25,"CB, RCB, LCB",32.0,189,Germany,Germany,2026-06-30,right,30,2840,48.74,44.23,32.0,62.67,84.36,48.27,58.07,66.71
959,M. Dárdai,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,LCB,23.0,188,Germany,"Germany, Hungary",2028-06-30,left,30,2712,35.46,65.41,54.95,80.92,63.07,63.96,42.05,34.21
960,M. Halstenberg,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"LCB, CB",33.0,188,Germany,Germany,2025-06-30,left,26,2523,78.11,73.03,71.39,77.5,60.64,45.25,35.4,56.69
961,M. Maglica,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,"LCB, RCB",26.0,198,Croatia,Croatia,2027-06-30,left,17,391,51.45,34.63,14.03,55.02,52.33,48.64,28.86,33.95
962,M. Muheim,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"LB, LCB",27.0,182,Switzerland,Switzerland,2027-06-30,left,28,2715,55.49,86.58,79.46,90.15,76.19,26.04,48.61,50.85
963,P. Pfeiffer,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"CB, RCB, LCB",25.0,196,Germany,"Germany, Ghana",2027-06-30,right,7,239,28.84,61.73,52.77,91.06,69.7,85.6,9.16,26.18
964,C. Riedel,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,RCB,21.0,186,Germany,Germany,2026-06-30,right,31,3047,54.73,50.07,58.02,70.35,66.31,60.6,68.32,34.23
965,P. Jaeckel,Eintracht Braunschweig,Eintracht Braunschweig,Alemania | Segunda División 24/25,RCB,26.0,186,Germany,Germany,2025-06-30,right,21,1689,62.62,34.21,53.94,35.5,38.07,50.9,51.83,77.52
966,B. Tomiak,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"CB, DMF",26.0,193,Germany,Germany,2025-06-30,right,26,2392,84.83,71.17,55.22,48.29,50.2,53.22,26.04,66.01
967,L. Gechter,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,RCB,21.0,190,Germany,Germany,2027-06-30,right,21,1748,62.21,61.18,43.37,72.5,74.33,53.95,85.79,39.14
968,D. Hadžikadunić,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,RCB,26.0,191,Sweden,"Sweden, Bosnia and Herzegovina",2026-05-31,right,25,2195,53.1,27.03,21.91,54.78,59.21,50.6,33.86,50.63
969,R. Schallenberg,Schalke 04,Schalke 04,Alemania | Segunda División 24/25,"RCB, LCMF",26.0,185,Germany,Germany,2026-06-30,right,29,2685,83.01,51.24,57.6,34.46,55.2,68.15,61.63,82.82
970,J. de Wijs,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,LCB,29.0,189,Belgium,"Belgium, Netherlands",2026-06-30,left,4,119,45.34,53.62,5.82,10.97,28.22,66.66,4.46,30.1
971,M. Kempf,Como,Hertha BSC,Alemania | Segunda División 24/25,LCB,29.0,186,Germany,Germany,2027-06-30,left,3,234,33.68,36.85,14.21,94.41,64.65,77.6,72.28,29.74
972,S. Schonlau,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"LCB, CB, RCB",30.0,185,Germany,Germany,2026-06-30,right,22,1837,29.63,39.53,55.02,40.52,73.07,70.25,64.06,49.04
973,M. Hoffmeier,Paderborn,Paderborn,Alemania | Segunda División 24/25,"RCB, LCB",25.0,182,Germany,Germany,,right,19,1482,31.96,76.19,75.3,78.07,69.85,9.14,70.22,39.05
974,L. Itter,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,LCB,26.0,183,Germany,Germany,2027-06-30,left,28,2557,50.11,82.28,70.84,81.66,67.43,24.61,65.5,51.07
975,J. Knight,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"RCB, LCB",27.0,185,England,England,2026-06-30,right,22,1524,93.75,66.44,72.13,50.42,43.56,87.58,28.27,61.3
976,D. Michalski,Zagłębie Lubin II,Greuther Fürth,Alemania | Segunda División 24/25,"RCB, CB",26.0,189,Poland,Poland,2025-06-30,right,12,602,69.4,44.54,5.87,7.55,22.67,83.15,31.49,49.5
977,M. Mathisen,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,CB,29.0,185,Denmark,Denmark,2025-06-30,right,28,2509,84.39,82.4,69.78,84.88,81.83,85.46,62.13,68.19
978,C. Zimmermann,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,LCB,31.0,194,Germany,Germany,2025-06-30,right,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,Daniel Elfadli,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"LCB, RCMF, RCB",28.0,188,Germany,"Germany, Libya",2025-06-30,right,29,2710,74.08,45.18,37.62,33.02,64.23,46.44,38.32,76.43
980,T. Oberdorf,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"LCB, RCB",28.0,186,Germany,Germany,2026-06-30,right,31,3037,72.31,86.17,58.22,81.46,70.84,40.01,65.27,56.12
981,J. Elvedi,Kaiserslautern,Kaiserslautern,Alemania | Segunda División 24/25,RCB,28.0,187,Switzerland,Switzerland,,right,29,2727,52.47,40.98,30.89,43.56,63.44,57.83,84.5,54.94
982,A. Bouchalakis,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"CB, RCMF, DMF",32.0,186,Greece,Greece,2025-06-30,left,9,168,21.7,51.25,6.11,95.47,73.56,15.1,53.96,95.85
983,Guilherme Ramos,Santa Clara,Hamburger SV,Alemania | Segunda División 24/25,CB,27.0,191,Portugal,Portugal,2026-06-30,right,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,A. Vukotić,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,LCB,29.0,201,Serbia,"Serbia, Bosnia and Herzegovina",2025-06-30,left,31,3046,84.26,56.46,55.22,60.82,51.31,92.13,50.84,76.61
985,M. Beifus,Karlsruher SC,Karlsruher SC,Alemania | Segunda División 24/25,LCB,22.0,187,Germany,Germany,2025-06-30,right,29,2738,29.26,28.96,53.96,58.79,54.95,38.47,29.95,33.48
986,A. Touré,Kaiserslautern,Kaiserslautern,Alemania | Segunda División 24/25,"LCB, RWB, RB",29.0,181,Mali,"Mali, France",2025-06-30,right,8,562,34.09,67.13,68.96,25.87,33.91,32.75,35.69,14.95
987,T. Kalas,Schalke 04,Schalke 04,Alemania | Segunda División 24/25,"RCB, LCB",31.0,184,Czech Republic,Czech Republic,2027-06-30,right,23,1455,57.78,62.64,45.64,41.66,59.41,94.02,35.35,72.37
988,J. Hugonet,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"RCB, CB",25.0,186,France,France,2026-06-30,right,30,2905,70.79,70.38,37.38,79.18,53.56,75.1,28.86,80.31
989,L. Curda,Paderborn,Paderborn,Alemania | Segunda División 24/25,RCB,23.0,185,Germany,Germany,,right,18,1357,69.17,67.68,58.91,92.5,49.21,48.57,52.08,54.07
990,A. Müller,Darmstadt 98,Darmstadt 98,Alemania | Segunda División 24/25,"LCMF, DMF, CB",24.0,173,Germany,Germany,2026-06-30,right,31,2613,51.21,74.44,50.57,60.5,69.93,10.3,72.62,42.78
991,J. Quarshie,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,CB,20.0,196,Germany,"Germany, Ghana",2027-06-30,right,18,1361,41.23,43.93,46.73,17.97,35.2,61.14,50.25,44.33
992,M. Meyerhöfer,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,"RWB, RCB, RB",29.0,179,Germany,Germany,2025-06-30,right,25,2055,50.18,87.18,79.65,60.97,50.99,42.75,58.37,79.44
993,N. Loosli,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,RCB,28.0,186,Switzerland,Switzerland,2026-06-30,right,13,1188,60.56,57.23,35.82,43.19,39.95,48.33,40.5,55.21
994,A. Hoffmann,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"RCB, CB",32.0,190,Germany,Germany,2025-06-30,right,28,2335,39.01,38.94,25.42,52.1,71.34,54.9,43.89,51.99
995,R. Bormuth,Karlsruher SC,Karlsruher SC,Alemania | Segunda División 24/25,RCB,29.0,190,Germany,Germany,2025-06-30,right,10,370,22.45,37.87,49.36,15.27,24.85,51.59,15.15,16.42
996,J. Heuer,Kaiserslautern,Kaiserslautern,Alemania | Segunda División 24/25,"LCB, CB",25.0,188,Germany,Germany,,right,24,1750,63.12,40.29,20.84,56.49,60.99,49.41,82.05,77.94
997,D. Heintz,Köln,Köln,Alemania | Segunda División 24/25,LCB,31.0,188,Germany,Germany,2026-06-30,left,27,2049,34.24,72.69,34.28,73.59,62.97,57.73,43.81,25.84
998,D. Heber,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,LCB,30.0,182,Germany,"Germany, Ghana",2025-06-30,right,28,2577,52.25,36.41,34.01,85.94,70.35,78.87,72.2,55.32
999,T. Müller,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"LCB, RCB",30.0,188,Germany,Germany,,right,13,914,22.38,30.76,38.42,60.0,65.3,21.64,43.39,36.87
1000,R. Ivanov,Eintracht Braunschweig,Eintracht Braunschweig,Alemania | Segunda División 24/25,"RCB, LCB",30.0,197,Finland,Finland,2025-06-30,right,19,1554,42.07,61.5,47.62,53.81,33.91,45.05,38.04,54.32
1001,A. Hoti,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,RCB,21.0,191,Switzerland,"Switzerland, Kosovo",,right,5,277,21.7,46.36,75.4,11.76,22.03,24.61,45.2,85.43
1002,G. Jung,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,"CB, RCB",30.0,189,Germany,"Germany, Ghana",2025-06-30,right,23,1455,65.24,49.7,65.2,24.38,47.33,22.68,40.35,49.93
1003,M. Heyer,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"LB, LCMF, LCB",30.0,185,Germany,Germany,2026-06-30,right,17,1377,60.14,53.91,59.11,24.43,49.33,23.75,50.25,24.73
1004,M. Franke,Karlsruher SC,Karlsruher SC,Alemania | Segunda División 24/25,"RCB, CB",32.0,193,Germany,Germany,2025-06-30,right,28,2609,74.7,23.57,16.61,51.46,57.08,89.24,47.08,48.97
1005,M. Rohr,Elversberg,Elversberg,Alemania | Segunda División 24/25,LCB,29.0,193,Germany,Germany,2026-06-30,right,23,2097,22.0,29.89,79.21,51.21,63.32,35.15,68.89,57.63
1006,V. Musliu,Paderborn,Paderborn,Alemania | Segunda División 24/25,"LCB, CB",30.0,187,North Macedonia,North Macedonia,,right,7,353,21.7,16.64,22.9,17.2,45.5,40.5,74.95,78.31
1007,F. Götze,Paderborn,Paderborn,Alemania | Segunda División 24/25,CB,27.0,185,Germany,Germany,,right,29,2776,70.61,66.46,66.41,48.61,68.0,60.92,46.46,53.02
