,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
1076,J. Maggiotti,Bastia,Bastia,Francia | Segunda División 24/25,"AMF, CF",29.0,186,France,France,2026-06-30,right,25,995,76.33,81.73,40.45,59.91,62.75,38.39,13.61
1077,L. Doucet,Paris,Paris,Francia | Segunda División 24/25,"RCMF, LCMF",22.0,180,France,"France, Burkina Faso",2027-06-30,right,28,1174,69.84,35.05,35.16,39.91,46.76,44.9,39.58
1078,B. Stambouli,Metz,Metz,Francia | Segunda División 24/25,"RCMF, RDMF, DMF",34.0,180,France,"France, Algeria",2026-06-30,right,25,2216,49.04,56.85,57.05,29.82,80.38,71.45,67.33
1079,V. Lobry,Amiens SC,Amiens SC,Francia | Segunda División 24/25,"RCMF, AMF, RDMF",29.0,181,France,France,,left,14,1230,37.5,65.35,58.99,50.99,48.73,50.86,45.83
1080,J. Anziani,Ajaccio,Ajaccio,Francia | Segunda División 24/25,"RCMF, LCMF",25.0,176,France,France,2026-06-30,right,33,2740,79.57,66.3,74.44,46.71,42.27,57.24,36.7
1081,H. Mbock,Red Star,Red Star,Francia | Segunda División 24/25,"LCMF, RCMF, LDMF",25.0,186,France,"France, Cameroon",2026-06-30,right,26,1433,56.43,32.92,40.88,67.84,50.98,87.16,53.37
1082,L. Rajot,Caen,Caen,Francia | Segunda División 24/25,"LCMF, LDMF",27.0,179,France,France,2027-06-30,left,25,1458,54.77,50.69,30.7,40.72,57.39,80.84,47.54
1083,M. Siby,Martigues,Martigues,Francia | Segunda División 24/25,"LCMF, RCMF",28.0,191,France,"France, Mali",2026-12-31,right,28,1787,45.08,54.5,32.16,85.14,47.88,59.89,20.71
1084,W. Younoussa,Rodez ,Rodez ,Francia | Segunda División 24/25,"RCMF, LCMF",23.0,174,Cameroon,Cameroon,2026-06-30,right,33,2705,56.8,72.08,83.74,66.85,42.48,41.49,74.05
1085,S. Ntamack,Lokeren-Temse,Annecy,Francia | Segunda División 24/25,"AMF, CF",23.0,178,France,"France, Cameroon",2025-06-30,right,2,141,37.18,78.16,58.54,84.23,24.19,29.83,12.62
1086,A. Bobichon,Pau,Pau,Francia | Segunda División 24/25,"AMF, LDMF, CF",29.0,178,France,France,2026-06-30,right,15,1138,79.13,84.65,50.29,31.98,51.55,14.04,18.29
1087,J. Lopy,Pau,Pau,Francia | Segunda División 24/25,"DMF, LCMF, LDMF",33.0,182,Senegal,"Senegal, France",2025-06-30,right,7,422,46.96,17.67,23.78,8.6,59.95,67.08,40.38
1088,S. Renelle,Red Star,Red Star,Francia | Segunda División 24/25,"LCMF, RCMF",23.0,178,Martinique,"Martinique, France",2027-06-30,right,30,2082,50.42,55.97,22.88,75.05,60.43,18.7,30.78
1089,J. Gastien,Clermont,Clermont,Francia | Segunda División 24/25,"DMF, RDMF, LDMF",37.0,179,France,France,2026-06-30,right,24,1993,50.14,41.11,23.56,68.24,69.46,54.42,84.66
1090,Y. Demoncy,Annecy,Annecy,Francia | Segunda División 24/25,"AMF, CF",29.0,181,France,France,2025-06-30,right,31,2554,89.73,80.75,42.36,45.45,50.9,28.07,42.2
1091,Diogo Queirós,Dunkerque,Dunkerque,Francia | Segunda División 24/25,DMF,26.0,185,Portugal,Portugal,2026-06-30,right,15,766,55.88,16.01,31.6,11.08,26.6,89.78,40.22
1092,S. Beusnard,Pau,Pau,Francia | Segunda División 24/25,"LDMF, LCMF, RCMF",32.0,170,France,France,2026-06-30,left,26,1788,57.14,63.75,59.14,63.96,56.69,15.34,45.03
1093,A. Phliponeau,Troyes,Troyes,Francia | Segunda División 24/25,"DMF, RCMF, RDMF",25.0,176,France,France,,right,9,570,19.51,19.17,67.64,9.41,61.63,52.53,30.87
1094,C. Vincent,Bastia,Bastia,Francia | Segunda División 24/25,"AMF, LCMF, RCMF",32.0,178,France,France,2025-06-30,right,26,1900,91.39,64.88,66.78,61.85,26.55,27.33,25.17
1095,H. Saivet,Clermont,Clermont,Francia | Segunda División 24/25,"LCMF, CF, AMF",34.0,175,Senegal,"Senegal, France",2026-06-30,right,23,1939,76.33,72.68,37.21,29.91,33.02,48.66,49.15
1096,D. Mazou-Sacko,Rodez ,Rodez ,Francia | Segunda División 24/25,"RCMF, DMF, LCMF",20.0,186,France,"France, Central African Republic",2027-06-30,right,30,1103,66.05,37.55,48.45,48.74,26.13,42.49,37.57
1097,A. Mille,Pau,Pau,Francia | Segunda División 24/25,"AMF, CF, RCMF",27.0,181,France,France,2026-06-30,left,32,2599,78.71,78.38,63.13,79.37,62.95,61.58,40.11
1098,T. Monconduit,Amiens SC,Amiens SC,Francia | Segunda División 24/25,"DMF, RDMF, CB",34.0,184,France,France,2025-06-30,right,8,734,26.66,23.52,42.95,9.19,32.36,68.86,40.78
1099,J. Eickmayer,Red Star,Red Star,Francia | Segunda División 24/25,"LCMF, RCMF, LDMF",32.0,179,France,France,2026-06-30,right,23,1241,70.66,34.8,60.02,67.84,59.5,67.51,19.77
1100,N. Skyttä,Dunkerque,Dunkerque,Francia | Segunda División 24/25,RCMF,22.0,170,Finland,Finland,2026-06-30,left,30,2405,92.64,79.16,63.29,69.05,49.71,19.2,20.51
1101,S. Touray,Grenoble,Grenoble,Francia | Segunda División 24/25,LCMF,24.0,175,Gambia,Gambia,2025-06-30,right,14,790,41.85,41.04,54.3,29.73,43.4,17.33,58.48
1102,N. Mbemba,Grenoble,Grenoble,Francia | Segunda División 24/25,"LCMF, LDMF, RCMF",30.0,181,France,"France, Congo",2025-06-30,right,15,902,57.76,70.3,60.14,71.44,79.76,59.29,53.65
1103,T. Thomas,Laval,Laval,Francia | Segunda División 24/25,"DMF, RCMF, LCMF",23.0,183,France,France,2025-06-30,right,31,1729,75.49,22.46,34.64,39.68,48.28,78.49,51.43
1104,Y. M'Changama,Troyes,Troyes,Francia | Segunda División 24/25,LCMF,34.0,175,France,"France, Comoros",2025-06-30,right,32,2682,74.91,80.38,31.46,71.53,42.66,28.03,11.8
1105,V. Pajot,Annecy,Annecy,Francia | Segunda División 24/25,"RDMF, RCMF",34.0,180,France,France,2025-06-30,right,28,2571,48.9,46.74,23.72,55.63,15.9,89.15,67.23
1106,M. Le Bihan,Caen,Caen,Francia | Segunda División 24/25,"AMF, CF, LW",34.0,184,France,France,2025-06-30,right,24,1204,31.72,65.73,59.01,66.58,62.36,53.16,33.75
1107,T. Mangani,Ajaccio,Ajaccio,Francia | Segunda División 24/25,"DMF, LCMF",38.0,183,France,"France, Italy",2025-06-30,left,18,928,19.51,43.23,40.0,59.05,53.13,81.56,72.87
1108,M. Barreto,Ajaccio,Ajaccio,Francia | Segunda División 24/25,"LCMF, RCMF, RW",34.0,175,France,"France, Portugal",2025-06-30,right,24,1812,68.71,85.87,62.48,60.54,74.35,32.89,30.32
1109,J. Roye,Laval,Laval,Francia | Segunda División 24/25,"RCMF, DMF",36.0,175,France,France,2025-06-30,right,27,1576,63.14,64.77,41.64,77.66,55.2,59.78,40.7
1110,Iyad Mohamed,Casa Pia AC,Pau,Francia | Segunda División 24/25,"LDMF, LCMF, RDMF",23.0,191,France,"France, Comoros",2025-06-30,left,19,1552,27.94,34.32,24.73,68.6,76.45,61.54,74.19
1111,M. Achi,Rodez ,Rodez ,Francia | Segunda División 24/25,"LCMF, CF, RCMF",23.0,181,France,"France, Morocco",2027-06-30,left,12,202,26.8,65.37,44.48,44.59,22.57,21.43,39.7
1112,F. Kembolo,Martigues,Martigues,Francia | Segunda División 24/25,"LCMF, DMF",34.0,166,France,"France, Congo DR",2025-06-30,right,16,1078,30.77,18.14,20.43,41.58,31.84,55.23,62.21
1113,S. Belloumou,Martigues,Martigues,Francia | Segunda División 24/25,"DMF, RCMF",31.0,176,France,"France, Algeria",2025-06-30,right,25,1862,24.84,36.51,52.82,69.37,68.6,80.73,73.91
1114,A. Kashi,Annecy,Annecy,Francia | Segunda División 24/25,"LDMF, LCMF",36.0,178,France,"France, Algeria",2025-06-30,right,33,3266,45.69,27.54,28.24,18.69,57.3,79.96,60.51
1115,L. Phiri,Guingamp,Guingamp,Francia | Segunda División 24/25,"RCMF, LCMF",30.0,173,South Africa,South Africa,2025-06-30,right,16,568,27.84,54.29,29.08,9.41,51.59,41.31,68.4
1116,O. Orinel,Martigues,Martigues,Francia | Segunda División 24/25,"RCMF, AMF, LCMF",34.0,175,France,"France, Algeria",2025-06-30,right,12,788,91.89,74.15,81.22,44.23,20.02,26.08,73.46
1117,J. Adéoti,Laval,Laval,Francia | Segunda División 24/25,"RCMF, LCMF",36.0,183,France,"France, Benin",2025-06-30,right,10,604,19.87,60.17,47.77,47.16,39.71,75.37,74.08
1118,W. Benard,Laval,Laval,Francia | Segunda División 24/25,LCMF,21.0,182,France,France,,right,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,J. Senneville,Dunkerque,Dunkerque,Francia | Segunda División 24/25,DMF,34.0,171,France,"France, Guadeloupe",2025-06-30,right,3,66,19.51,47.22,19.23,96.22,70.61,47.8,58.23
1120,J. N'Duquidi,Metz,Metz,Francia | Segunda División 24/25,RCMF,19.0,187,France,"France, Angola",,right,1,64,19.51,12.63,75.95,96.76,39.8,68.61,36.11
1121,L. Moussier,Amiens SC U19,Amiens SC,Francia | Segunda División 24/25,"LCMF, LW, CF",18.0,0,France,France,,unknown,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,R. Fage,Troyes,Troyes,Francia | Segunda División 24/25,"RCMF, CF",21.0,175,France,France,,left,4,48,39.89,51.97,16.6,98.47,53.76,5.84,13.3
1123,T. Fragassi,unknown,Ajaccio,Francia | Segunda División 24/25,"RDMF, LCB, LDMF",19.0,0,France,France,,unknown,1,51,19.51,12.63,4.3,8.6,68.51,5.84,51.66
1124,E. Montet,Laval,Laval,Francia | Segunda División 24/25,LCMF,21.0,0,France,France,,unknown,7,501,59.9,55.98,36.46,67.93,38.94,43.3,50.04
1125,J. Janneh,Bastia,Bastia,Francia | Segunda División 24/25,"LDMF, DMF, RDMF",22.0,178,Sierra Leone,Sierra Leone,2027-06-30,right,24,1719,28.84,38.07,38.2,50.9,61.51,73.48,83.8
1126,T. Diagouraga,Clermont II,Clermont,Francia | Segunda División 24/25,"RCMF, LCMF, DMF",22.0,184,France,"France, Mali",,unknown,13,492,41.04,42.2,32.18,76.67,29.5,22.04,74.34
1127,E. Genton,Lorient II,Lorient,Francia | Segunda División 24/25,"LCMF, RCMF",18.0,0,France,France,2025-06-30,unknown,6,73,82.98,33.18,17.43,8.6,25.65,49.29,72.21
1128,S. Diba,Grenoble,Grenoble,Francia | Segunda División 24/25,"DMF, LCMF",21.0,194,Senegal,Senegal,,right,5,279,34.84,65.23,8.49,8.6,45.18,72.53,79.74
1129,J. Nduquidi,Metz,Metz,Francia | Segunda División 24/25,RCMF,20.0,187,France,"France, Angola",2026-06-30,right,9,376,21.91,19.48,63.47,84.68,32.43,93.43,36.79
1130,T. Ahile,Guingamp U21,Guingamp,Francia | Segunda División 24/25,"LCMF, RCMF",20.0,0,France,France,,unknown,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,M. Puch,Ajaccio,Ajaccio,Francia | Segunda División 24/25,"LCMF, RCMF",21.0,175,France,"France, Algeria",2027-06-30,right,23,853,39.23,38.52,54.35,10.9,48.14,51.38,57.83
1132,C. Darribère,Pau,Pau,Francia | Segunda División 24/25,RDMF,21.0,0,France,France,,unknown,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,O. Gene,Minnesota United,Amiens SC,Francia | Segunda División 24/25,"RDMF, LCMF, LDMF",21.0,185,France,"France, Martinique",2027-12-31,right,20,1688,23.36,37.43,16.24,51.53,38.15,54.74,85.36
1134,K. Gasnier,Valenciennes,Pau,Francia | Segunda División 24/25,"AMF, CF",22.0,173,France,"France, Côte d'Ivoire",2025-06-30,right,8,196,45.97,36.48,82.21,63.6,41.71,6.45,21.93
1135,T. Jabol-Folcarelli,Trabzonspor,Ajaccio,Francia | Segunda División 24/25,"RCMF, DMF",25.0,187,France,"France, Martinique",2029-06-30,right,15,1165,68.08,48.66,77.43,28.87,60.6,63.97,54.82
1136,H. Garie,Rodez II,Rodez ,Francia | Segunda División 24/25,RCMF,20.0,0,France,France,2025-06-30,unknown,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,O. Martinez-Jullien,Ajaccio,Ajaccio,Francia | Segunda División 24/25,LCMF,19.0,0,France,France,,unknown,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,K. Veniere,Annecy,Annecy,Francia | Segunda División 24/25,"AMF, LAMF",18.0,0,France,France,,unknown,4,78,41.93,60.25,91.62,58.29,19.17,13.34,21.5
1139,Y. Sekongo,Dunkerque,Dunkerque,Francia | Segunda División 24/25,RCMF,0.0,0,unknown,unknown,,unknown,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,M. Bouchenna,Clermont,Clermont,Francia | Segunda División 24/25,"DMF, LCMF",18.0,179,France,"France, Morocco",,right,3,46,19.51,16.7,65.25,8.6,11.53,5.84,71.16
1141,J. Nonge,Troyes,Troyes,Francia | Segunda División 24/25,"LCMF, RCMF",19.0,184,Belgium,"Belgium, Congo DR",,right,6,224,25.79,15.84,89.62,92.79,32.79,64.42,43.43
1142,A. Atta,Udinese,Metz,Francia | Segunda División 24/25,"RCMF, RWF",21.0,189,France,"France, Benin",2026-06-30,right,2,59,19.51,29.1,86.51,8.6,92.91,93.52,13.82
1143,M. Hafid,Caen,Caen,Francia | Segunda División 24/25,"RCMF, LW",20.0,175,France,"France, Morocco",2026-06-30,left,3,47,19.51,34.84,12.75,8.6,65.72,11.31,14.54
1144,I. Zouaoui,Martigues,Martigues,Francia | Segunda División 24/25,"RCMF, CF, AMF",21.0,183,France,"France, Algeria",2025-06-30,right,14,343,47.51,19.94,86.53,17.03,15.25,80.68,52.95
1145,M. Kanté,Paris,Paris,Francia | Segunda División 24/25,"LCMF, AMF, RCB",19.0,178,France,"France, Mali",2029-06-30,unknown,6,99,31.8,19.79,70.79,8.6,44.89,74.42,53.67
1146,A. Camara,Paris,Paris,Francia | Segunda División 24/25,"LCMF, RB",28.0,179,France,"France, Mali",2027-06-30,right,29,2385,76.89,64.82,68.42,59.82,52.61,55.37,76.61
1147,A. Sekongo,Dunkerque,Dunkerque,Francia | Segunda División 24/25,"LCMF, RCMF",20.0,178,Côte d'Ivoire,"Côte d'Ivoire, Mali",2026-06-30,right,25,929,71.02,53.91,67.88,47.52,44.64,49.38,34.58
1148,M. Bamba,Martigues,Martigues,Francia | Segunda División 24/25,"RCMF, LCMF",22.0,0,France,"France, Guinea",2025-06-30,right,17,1075,25.66,38.66,62.64,55.86,15.87,56.95,46.77
1149,M. Tine,Amiens SC,Amiens SC,Francia | Segunda División 24/25,"LDMF, RW, LB",23.0,0,France,"France, Senegal",2025-06-30,unknown,6,57,19.51,12.63,22.97,16.58,15.95,50.23,21.83
1150,A. Touré,Metz,Metz,Francia | Segunda División 24/25,"LCMF, DMF, RDMF",19.0,180,Senegal,Senegal,2028-06-30,left,16,818,26.01,41.54,56.67,51.26,59.98,61.04,61.01
1151,G. Tomé,Caen U21,Caen,Francia | Segunda División 24/25,"DMF, RCMF, LCMF",21.0,0,France,France,2025-06-30,unknown,3,98,61.11,13.18,32.93,8.6,47.25,5.84,19.32
1152,O. Ngom,Pau,Pau,Francia | Segunda División 24/25,"RCMF, RDMF, LDMF",21.0,184,France,"France, Mauritania",2025-06-30,right,25,1529,74.79,48.22,57.03,81.58,64.04,51.27,68.01
1153,A. Avom,Lorient,Lorient,Francia | Segunda División 24/25,"RCMF, LCMF",20.0,185,Cameroon,Cameroon,,right,31,2529,63.47,80.53,62.66,64.95,70.64,19.74,73.47
1154,P. Carraro Injai,Amiens SC,Amiens SC,Francia | Segunda División 24/25,"LCMF, RDMF, CF",18.0,0,France,France,,unknown,3,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,I. Fofana,Amiens SC,Amiens SC,Francia | Segunda División 24/25,"LCMF, RCMF, RDMF",22.0,187,Côte d'Ivoire,Côte d'Ivoire,2026-06-30,right,22,934,49.06,27.44,55.52,9.1,27.84,44.96,80.42
1156,R. Lutin,Amiens SC,Amiens SC,Francia | Segunda División 24/25,"AMF, LW, RAMF",22.0,170,France,"France, Comoros",2027-06-30,left,29,1703,58.24,67.75,68.4,54.41,39.53,13.57,57.55
1157,Everson,Ajaccio,Ajaccio,Francia | Segunda División 24/25,"DMF, RCMF, LCMF",21.0,182,France,"France, Brazil",2026-07-30,right,20,1630,71.17,33.91,13.6,70.9,34.12,88.87,83.82
1158,A. Kanté,Troyes,Troyes,Francia | Segunda División 24/25,"DMF, RCMF, RDMF",19.0,180,Côte d'Ivoire,Côte d'Ivoire,2026-06-30,right,28,2255,31.94,41.18,47.45,55.45,39.14,51.09,77.05
1159,M. Diop,Troyes,Troyes,Francia | Segunda División 24/25,"RCMF, RW",24.0,182,Senegal,Senegal,2028-06-30,right,27,1949,80.91,64.7,66.01,39.55,50.83,42.22,22.48
1160,M. Adeline,Troyes,Troyes,Francia | Segunda División 24/25,"RCMF, AMF",21.0,180,France,France,2027-06-30,right,22,1123,59.85,68.68,41.71,56.44,59.95,49.83,46.52
1161,M. Ifnaoui,Red Star,Red Star,Francia | Segunda División 24/25,"AMF, RW",26.0,178,France,France,2026-06-30,left,33,2803,62.02,83.64,80.09,61.08,61.42,35.28,24.52
1162,F. Dembi,Red Star,Red Star,Francia | Segunda División 24/25,"RCMF, RDMF, DMF",30.0,184,Congo,"Congo, France",,left,30,1572,30.59,43.14,30.52,28.15,48.9,65.77,75.2
1163,N. Lebreton,Caen,Caen,Francia | Segunda División 24/25,"RCMF, RDMF, LDMF",21.0,178,France,"France, Senegal",2027-06-30,right,31,2321,80.96,48.59,49.17,67.88,51.36,55.69,73.64
1164,U. Raghouber,Dunkerque,Dunkerque,Francia | Segunda División 24/25,DMF,21.0,180,France,France,2027-06-30,left,26,2266,46.3,32.07,75.25,26.17,71.37,79.94,80.4
1165,L. Etoga,Bastia,Bastia,Francia | Segunda División 24/25,"LDMF, LCMF, DMF",22.0,187,Cameroon,Cameroon,2026-06-30,right,16,879,40.7,30.57,59.77,43.2,22.48,78.21,77.28
1166,C. Inao Oulaï,Bastia,Bastia,Francia | Segunda División 24/25,"LDMF, AMF",19.0,0,Côte d'Ivoire,Côte d'Ivoire,2028-06-30,unknown,15,931,59.34,25.45,84.23,59.05,60.7,24.45,58.09
1167,J. Tiendrébéogo,Annecy,Annecy,Francia | Segunda División 24/25,"AMF, RAMF, CF",22.0,169,Burkina Faso,Burkina Faso,2026-06-30,right,25,918,84.76,81.89,72.73,46.94,22.53,23.39,50.89
1168,A. Ackra,Clermont,Clermont,Francia | Segunda División 24/25,"RDMF, DMF, RCMF",21.0,185,France,"France, Côte d'Ivoire",2027-06-30,right,20,892,33.85,38.05,67.52,73.69,40.97,80.01,50.61
1169,Y. Bellache,Clermont II,Clermont,Francia | Segunda División 24/25,"LDMF, LW, LAMF",22.0,169,France,"France, Algeria",,right,4,74,38.6,47.5,90.61,18.11,20.81,6.99,26.51
1170,P. Klemens,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"RCMF, RDMF, LDMF",20.0,186,Germany,Germany,2026-06-30,right,24,1770,28.07,41.7,33.59,29.3,68.49,90.1,64.68
1171,D. Ljubičić,Köln,Köln,Alemania | Segunda División 24/25,RCMF,27.0,187,Austria,Austria,2025-06-30,right,27,2181,77.38,79.37,40.87,78.35,59.61,18.58,36.45
1172,I. Maza,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"AMF, LCMF, CF",19.0,180,Germany,"Germany, Algeria",2027-06-30,right,31,2630,81.35,80.86,85.39,57.22,54.2,34.19,35.63
1173,L. Reis,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"LCMF, RCMF",24.0,178,Netherlands,"Netherlands, Slovakia",2026-06-30,right,24,1570,57.81,54.68,76.57,52.91,63.59,52.74,73.92
1174,A. Tanaka,Leeds United,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"DMF, LCMF, LDMF",26.0,180,Japan,Japan,2028-06-30,right,3,292,29.6,22.91,82.54,11.74,50.96,42.45,45.55
1175,D. Huseinbašić,Köln,Köln,Alemania | Segunda División 24/25,"LCMF, LDMF",23.0,184,Germany,"Germany, Bosnia and Herzegovina",2025-06-30,right,29,2330,71.54,55.1,50.33,47.74,76.83,49.45,42.83
1176,I. Jóhannesson,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"AMF, LCMF, LDMF",22.0,184,England,"England, Iceland",2029-06-30,left,30,2904,91.67,75.84,58.11,77.3,74.89,32.85,37.66
1177,J. Castrop,Nürnberg,Nürnberg,Alemania | Segunda División 24/25,"LCMF, RCMF",21.0,178,Germany,Germany,2026-06-30,right,25,2135,71.77,77.82,82.43,30.48,55.53,29.27,56.79
1178,T. Breithaupt,Kaiserslautern,Kaiserslautern,Alemania | Segunda División 24/25,"RCMF, DMF",23.0,186,Germany,Germany,2028-06-30,right,11,854,22.05,21.07,29.78,11.83,48.98,89.36,71.74
1179,A. Karabec,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"RCMF, AMF",21.0,187,Czech Republic,Czech Republic,2026-06-30,left,29,1975,74.51,79.43,67.78,67.83,59.59,55.56,15.38
1180,M. Karbownik,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"LCMF, RCMF",24.0,175,Poland,Poland,2026-06-30,right,20,1035,24.77,40.49,43.35,35.0,66.29,8.84,54.48
1181,S. Appelkamp,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"AMF, RAMF, LW",24.0,175,Japan,"Japan, Germany",2026-06-30,right,25,1498,51.97,85.6,47.3,79.35,76.59,14.77,15.85
1182,I. Pherai,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"LCMF, AMF",24.0,175,Netherlands,"Netherlands, Suriname",2027-06-30,right,18,703,31.55,77.1,85.57,72.65,22.0,24.49,27.22
1183,N. Mbamba,Dender,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"RDMF, RCMF, CF",20.0,187,Belgium,Belgium,2028-06-30,right,6,102,46.4,64.4,11.41,9.96,70.5,43.69,77.79
1184,M. Mehlem,Paderborn,Paderborn,Alemania | Segunda División 24/25,"RCMF, AMF, LCMF",27.0,174,Germany,Germany,2026-06-30,right,14,1120,85.74,57.53,28.15,45.61,39.85,47.69,21.16
1185,F. Kainz,Köln,Köln,Alemania | Segunda División 24/25,"LCMF, AMF",32.0,176,Austria,Austria,2025-06-30,right,25,1317,68.45,84.9,60.63,75.57,83.41,27.23,29.52
1186,L. Waldschmidt,Köln,Köln,Alemania | Segunda División 24/25,"AMF, CF, RWF",28.0,181,Germany,Germany,2027-06-30,left,28,1621,91.34,79.04,71.59,34.61,42.43,18.84,13.57
1187,M. Dietz,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,"RCMF, CB, RCB",23.0,189,United States,"United States, Germany",2027-06-30,right,25,2236,20.53,31.81,22.43,68.87,76.93,40.67,38.06
1188,K. Sessa,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"LDMF, LCMF, RCMF",24.0,175,Germany,"Germany, Argentina",2027-06-30,right,18,983,36.55,43.07,62.63,36.09,37.96,41.36,65.57
1189,M. Krattenmacher,Ulm,Ulm,Alemania | Segunda División 24/25,"AMF, CF, RWF",19.0,176,Germany,Germany,2025-06-30,right,30,2058,73.59,71.81,83.0,43.7,28.43,10.12,13.94
1190,M. Richter,Hamburger SV,Hamburger SV,Alemania | Segunda División 24/25,"LCMF, RCMF",27.0,176,Germany,Germany,2027-06-30,right,25,1240,65.45,77.66,67.57,80.39,65.98,28.01,55.11
1191,E. Leopold,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"RCMF, LCMF",24.0,174,Germany,Germany,2026-06-30,right,31,2901,56.3,75.9,56.02,86.3,76.15,31.1,71.92
1192,D. Yokota,Kaiserslautern,Kaiserslautern,Alemania | Segunda División 24/25,"AMF, CF, RW",24.0,171,Japan,Japan,2027-06-30,left,24,1789,84.13,86.13,89.26,67.57,58.85,21.93,18.65
1193,M. Hansen,Paderborn,Paderborn,Alemania | Segunda División 24/25,"LCMF, DMF",20.0,183,Germany,Germany,,right,13,507,29.45,55.23,26.3,74.26,48.63,78.32,70.63
1194,S. Şahin,Elversberg,Elversberg,Alemania | Segunda División 24/25,"LDMF, LCMF",25.0,177,Germany,"Germany, Türkiye",2027-06-30,right,20,1607,76.39,61.84,37.93,40.57,68.7,48.36,61.22
1195,M. Cuisance,Hertha BSC,Hertha BSC,Alemania | Segunda División 24/25,"RCMF, RW",25.0,181,France,France,2029-06-30,left,30,2629,80.64,91.49,66.2,53.35,67.11,29.54,57.46
1196,F. Flick,Nürnberg,Nürnberg,Alemania | Segunda División 24/25,"DMF, LCMF, RCMF",24.0,190,Germany,Germany,2026-06-30,right,20,954,49.13,25.12,9.78,77.91,63.8,76.58,81.29
1197,P. Seguin,Schalke 04,Schalke 04,Alemania | Segunda División 24/25,"LDMF, RDMF, LCMF",30.0,186,Germany,Germany,2026-06-30,right,25,2065,59.44,78.16,44.33,74.3,94.7,72.93,41.78
1198,M. Olesen,Köln,Köln,Alemania | Segunda División 24/25,"RCMF, DMF",24.0,188,Denmark,"Denmark, Luxembourg",2025-06-30,right,17,755,42.68,42.8,31.43,61.48,72.52,63.3,72.49
1199,F. Kunze,Hannover 96,Hannover 96,Alemania | Segunda División 24/25,"LCMF, RCMF, DMF",26.0,193,Germany,Germany,2025-06-30,right,28,2088,48.53,44.64,61.96,38.52,69.97,83.84,84.22
1200,J. Justvan,Nürnberg,Nürnberg,Alemania | Segunda División 24/25,"AMF, RW, RWF",27.0,177,Germany,Germany,2027-06-30,left,30,2744,88.74,91.96,77.98,61.83,64.04,31.01,14.61
1201,J. Green,Greuther Fürth,Greuther Fürth,Alemania | Segunda División 24/25,LCMF,29.0,173,United States,"United States, Germany",2026-06-30,right,26,2410,83.58,73.47,70.78,62.78,48.61,43.23,31.37
1202,J. Baas,Eintracht Braunschweig,Eintracht Braunschweig,Alemania | Segunda División 24/25,"DMF, RCMF",23.0,184,Netherlands,Netherlands,2027-06-30,right,12,742,62.32,52.16,53.63,59.39,42.09,75.1,56.94
1203,F. Jäkel,Elversberg,Elversberg,Alemania | Segunda División 24/25,LDMF,23.0,194,Germany,Germany,2026-06-30,right,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,M. Kwarteng,Fortuna Düsseldorf,Fortuna Düsseldorf,Alemania | Segunda División 24/25,"AMF, RAMF, RWF",26.0,175,Germany,"Germany, Ghana",2027-06-30,right,8,520,27.35,77.94,53.61,75.87,47.39,29.8,27.94
1205,R. Heußer,Karlsruher SC,Karlsruher SC,Alemania | Segunda División 24/25,"RCMF, DMF",26.0,170,Germany,Germany,2026-06-30,right,27,850,59.72,50.32,52.91,84.78,62.52,42.8,74.97
1206,F. Bilbija,Paderborn,Paderborn,Alemania | Segunda División 24/25,"AMF, RCMF, RWF",25.0,189,Germany,Germany,2026-06-30,right,31,2564,87.07,70.33,73.96,28.13,28.37,51.94,26.21
1207,S. Gnaka,Magdeburg,Magdeburg,Alemania | Segunda División 24/25,"RCMF, LCMF, DMF",26.0,179,Côte d'Ivoire,"Côte d'Ivoire, Belgium",2025-06-30,left,31,2714,46.04,54.06,54.63,40.87,88.04,56.58,54.89
