,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Progresion de pelota,Juego asociado,Juego aéreo,1v1 en defensa,Defensa
261,A. Karazor,Stuttgart,Stuttgart,Alemania | Primera División 24/25,"RCMF, RDMF",28.0,191,Germany,"Germany, Türkiye",2028-06-30,right,30,2624,62.31,55.39,56.86,54.47,71.17,69.9,42.45,62.07
262,A. Vranckx,Wolfsburg,Wolfsburg,Alemania | Primera División 24/25,"RCMF, DMF, LCMF",22.0,183,Belgium,"Belgium, Congo DR",2029-06-30,right,14,637,22.67,31.12,67.98,13.51,57.77,38.94,48.83,45.06
263,E. Skhiri,Eintracht Frankfurt,Eintracht Frankfurt,Alemania | Primera División 24/25,"RCMF, DMF",29.0,185,France,"France, Tunisia",2027-06-30,right,28,2267,31.27,64.36,39.68,49.57,56.33,44.58,40.11,54.65
264,M. Eggestein,Freiburg,Freiburg,Alemania | Primera División 24/25,"RDMF, RCMF",28.0,181,Germany,Germany,2025-06-30,right,31,2844,73.25,39.0,31.28,56.06,45.85,60.32,61.91,58.19
265,S. Özcan,Borussia Dortmund,Borussia Dortmund,Alemania | Primera División 24/25,"RCMF, DMF, RDMF",27.0,182,Germany,"Germany, Türkiye",2026-06-30,right,21,863,32.98,50.77,28.62,67.07,57.02,62.13,28.94,55.54
266,R. Reitz,Borussia M'gladbach,Borussia M'gladbach,Alemania | Primera División 24/25,RDMF,22.0,176,Germany,Germany,2028-06-30,right,24,1695,80.76,77.69,74.89,58.72,52.87,40.75,55.64,82.69
267,P. Groß,Borussia Dortmund,Borussia Dortmund,Alemania | Primera División 24/25,"LDMF, LCMF, RB",33.0,181,Germany,Germany,2026-06-30,right,28,2306,48.5,93.86,20.74,80.64,73.24,20.75,52.39,49.3
268,S. Lynen,Werder Bremen,Werder Bremen,Alemania | Primera División 24/25,"DMF, LCMF",26.0,185,Belgium,Belgium,,right,30,2761,32.37,36.49,41.28,35.32,46.65,45.75,44.84,82.69
269,P. Osterhage,Freiburg,Freiburg,Alemania | Primera División 24/25,"LDMF, LCMF",25.0,186,Germany,Germany,2026-06-30,left,29,2334,60.94,44.53,44.15,36.38,47.07,53.73,47.23,42.22
270,M. Arnold,Wolfsburg,Wolfsburg,Alemania | Primera División 24/25,"DMF, LCMF, RDMF",30.0,184,Germany,Germany,2026-06-30,left,27,2489,74.65,68.6,64.57,62.13,58.83,20.16,34.04,37.42
271,F. Neuhaus,Borussia M'gladbach,Borussia M'gladbach,Alemania | Primera División 24/25,"LDMF, RDMF, LAMF",28.0,185,Germany,Germany,2027-06-30,right,15,429,43.8,71.84,92.13,78.19,39.52,10.43,53.09,58.88
272,U. Tohumcu,Hoffenheim,Hoffenheim,Alemania | Primera División 24/25,"RCMF, DMF, LAMF",20.0,175,Germany,"Germany, Türkiye",2028-06-30,right,11,417,29.82,15.23,64.26,14.36,24.41,10.64,74.68,19.2
273,K. Jakić,Augsburg,Augsburg,Alemania | Primera División 24/25,"DMF, LCMF, RCMF",27.0,184,Croatia,Croatia,2028-06-30,right,29,2300,38.58,51.57,69.1,40.0,33.4,69.26,51.49,56.38
274,M. Dahoud,Eintracht Frankfurt,Eintracht Frankfurt,Alemania | Primera División 24/25,"LCMF, RCMF, RDMF",29.0,178,Syria,"Syria, Germany",2026-06-30,right,9,408,78.88,83.66,13.83,50.53,79.26,14.26,64.79,11.57
275,J. Weigl,Borussia M'gladbach,Borussia M'gladbach,Alemania | Primera División 24/25,"LDMF, RDMF",29.0,186,Germany,Germany,2028-06-30,right,30,2812,32.7,43.47,51.38,48.35,70.48,69.47,30.53,66.66
276,I. Sissoko,Bochum,Bochum,Alemania | Primera División 24/25,"DMF, RCMF",27.0,193,France,"France, Mali",2027-06-30,right,30,2668,71.12,61.81,79.15,45.21,38.72,77.34,54.15,44.87
277,R. Khedira,Union Berlin,Union Berlin,Alemania | Primera División 24/25,"LCMF, DMF, RCMF",31.0,189,Germany,"Germany, Tunisia",2025-06-30,right,30,2774,53.6,34.13,31.22,19.15,16.86,53.73,44.2,41.64
278,L. Maloney,Mainz 05,Mainz 05,Alemania | Primera División 24/25,"DMF, RCB, RDMF",25.0,187,Germany,"Germany, United States",2025-06-30,right,13,740,29.44,23.21,27.98,29.2,19.73,72.45,95.43,73.12
279,T. Bischof,Hoffenheim,Hoffenheim,Alemania | Primera División 24/25,"LDMF, RAMF, LCMF",19.0,176,Germany,Germany,2025-06-30,left,30,2660,88.78,79.33,68.4,65.74,62.77,30.0,72.34,53.12
280,T. Breithaupt,Augsburg,Augsburg,Alemania | Primera División 24/25,DMF,22.0,186,Germany,Germany,2028-06-30,right,2,130,22.67,57.18,29.79,90.21,51.22,84.37,3.09,15.95
281,P. Sander,Borussia M'gladbach,Borussia M'gladbach,Alemania | Primera División 24/25,"RDMF, LDMF, RCMF",27.0,185,Germany,Germany,2028-06-30,right,24,1367,69.66,54.39,51.28,45.53,62.66,72.88,44.57,55.85
282,J. Schöppner,Heidenheim,Heidenheim,Alemania | Primera División 24/25,"LCMF, LDMF, DMF",25.0,190,Germany,Germany,2025-06-30,right,30,2639,78.87,60.46,39.26,35.53,19.63,62.45,38.51,60.28
283,F. Becker,Hoffenheim,Hoffenheim,Alemania | Primera División 24/25,"LDMF, LCMF",24.0,177,Germany,Germany,2026-06-30,left,12,726,30.85,65.39,79.47,66.22,66.76,62.66,6.06,37.53
284,K. Wätjen,Borussia Dortmund U19,Borussia Dortmund,Alemania | Primera División 24/25,"AMF, RDMF",19.0,183,Germany,Germany,2028-06-30,right,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,D. Samassékou,Hoffenheim,Hoffenheim,Alemania | Primera División 24/25,"LCMF, LDMF, RDMF",29.0,175,Mali,Mali,2025-06-30,right,8,309,29.49,27.46,81.06,28.09,56.01,31.71,12.66,36.36
286,N. Höfler,Freiburg,Freiburg,Alemania | Primera División 24/25,"RDMF, LDMF, LCMF",35.0,181,Germany,Germany,,right,19,872,27.36,31.17,25.96,28.94,42.18,89.15,82.34,67.43
287,M. Knudsen,Holstein Kiel,Holstein Kiel,Alemania | Primera División 24/25,"DMF, RCMF",23.0,186,Norway,Norway,2026-06-30,right,29,1884,34.98,55.99,38.62,36.81,56.38,24.21,54.89,37.62
288,N. Remberg,Holstein Kiel,Holstein Kiel,Alemania | Primera División 24/25,"LCMF, DMF",24.0,187,Germany,Germany,2026-06-30,right,31,2578,43.22,34.87,59.36,34.89,45.74,81.28,64.89,74.36
289,L. Kerber,Heidenheim,Heidenheim,Alemania | Primera División 24/25,"RDMF, RCMF",23.0,183,Germany,Germany,2027-06-30,right,20,799,67.42,42.86,60.53,19.15,13.99,38.51,83.72,45.66
290,A. Barkok,Schalke 04,Mainz 05,Alemania | Primera División 24/25,"LCMF, DMF",26.0,188,Germany,"Germany, Morocco",2025-06-30,right,4,106,22.67,71.93,84.2,46.17,11.97,56.07,52.39,22.49
291,O. Højlund,Eintracht Frankfurt,Eintracht Frankfurt,Alemania | Primera División 24/25,"LCMF, LDMF, RCMF",20.0,184,Denmark,Denmark,2029-06-30,right,19,782,67.81,38.19,48.51,56.28,54.47,30.0,64.04,51.53
292,M. Schulz,Holstein Kiel,Holstein Kiel,Alemania | Primera División 24/25,"RCB, DMF, RCMF",30.0,182,Germany,Germany,2025-06-30,right,12,360,27.19,36.25,13.19,57.39,26.01,63.73,29.15,73.72
293,A. Losilla,Bochum,Bochum,Alemania | Primera División 24/25,"DMF, LCMF, RCMF",39.0,185,France,France,2025-06-30,right,19,1171,23.27,37.05,22.45,25.74,16.97,59.68,23.62,74.54
294,T. Keller,Heidenheim,Heidenheim,Alemania | Primera División 24/25,"RCMF, RCB, DMF",25.0,186,Germany,Germany,2025-06-30,right,6,165,25.96,12.86,50.32,59.15,44.95,75.64,51.7,72.78
295,M. Pannewig,Bochum,Bochum,Alemania | Primera División 24/25,"LCMF, DMF, RCMF",20.0,195,Germany,Germany,2025-06-30,left,12,201,53.26,18.13,46.17,33.94,23.14,50.96,99.68,80.03
296,S. Fukuda,Borussia M'gladbach,Borussia M'gladbach,Alemania | Primera División 24/25,"CF, RDMF, RW",21.0,178,Japan,Japan,2026-06-30,right,5,67,83.42,16.32,25.21,13.19,17.07,59.74,55.64,4.96
297,Douglas Luiz,Juventus,Juventus,Italia | Primera División 24/25,"RDMF, LDMF, LCMF",26.0,175,Brazil,Brazil,2029-06-30,right,17,589,43.83,70.51,70.53,73.88,88.19,75.32,46.06,23.1
298,H. Çalhanoğlu,Internazionale,Internazionale,Italia | Primera División 24/25,DMF,31.0,178,Germany,"Germany, Türkiye",2027-06-30,right,26,1878,92.49,85.33,34.09,91.84,90.38,52.66,63.38,76.4
299,K. Thuram,Juventus,Juventus,Italia | Primera División 24/25,"LDMF, LCMF, RDMF",24.0,192,France,"France, Guadeloupe",2029-06-30,right,33,2295,90.68,73.98,71.59,66.81,69.62,70.76,36.75,41.99
300,I. Bennacer,Olympique Marseille,Milan,Italia | Primera División 24/25,"RDMF, RCMF",27.0,175,France,"France, Algeria",2027-06-30,left,6,322,35.95,38.05,96.91,75.59,63.62,61.79,59.78,36.16
301,Y. Fofana,Milan,Milan,Italia | Primera División 24/25,"RDMF, RCMF, DMF",26.0,185,France,"France, Mali",2028-06-30,right,33,2657,58.29,75.49,36.75,78.69,69.5,36.82,79.06,48.93
302,T. Reijnders,Milan,Milan,Italia | Primera División 24/25,"LDMF, LCMF, AMF",26.0,185,Netherlands,Netherlands,2030-06-30,right,34,3098,97.28,89.89,48.69,72.41,69.31,22.32,8.56,35.27
303,M. Locatelli,Juventus,Juventus,Italia | Primera División 24/25,"RDMF, LDMF, RCMF",27.0,185,Italy,Italy,2028-06-30,right,33,2700,57.46,70.79,36.62,81.06,83.41,71.1,30.31,84.65
304,S. Lobotka,Napoli,Napoli,Italia | Primera División 24/25,"DMF, LCMF",30.0,170,Slovakia,Slovakia,2027-06-30,right,31,2809,25.28,48.07,49.72,57.88,72.88,39.57,45.75,60.86
305,M. Guendouzi,Lazio,Lazio,Italia | Primera División 24/25,"RDMF, RCMF, LDMF",26.0,185,France,"France, Morocco",2028-06-30,right,34,3242,57.21,58.97,44.44,90.5,79.25,26.66,52.69,51.31
306,R. Loftus-Cheek,Milan,Milan,Italia | Primera División 24/25,"AMF, LDMF, CF",29.0,191,England,"England, Guyana",2027-06-30,right,16,910,45.14,45.69,86.81,46.88,59.5,81.38,9.81,21.12
307,L. Ferguson,Bologna,Bologna,Italia | Primera División 24/25,"LDMF, RDMF, AMF",25.0,181,Scotland,Scotland,2028-06-30,right,14,878,61.93,60.42,40.25,67.5,74.62,62.01,50.69,24.46
308,S. Ricci,Torino,Torino,Italia | Primera División 24/25,"RCMF, DMF",23.0,180,Italy,Italy,2028-06-30,right,31,2791,57.78,36.91,60.69,32.56,40.06,51.82,24.0,39.1
309,P. Zieliński,Internazionale,Internazionale,Italia | Primera División 24/25,"LCMF, DMF, RCMF",30.0,180,Poland,"Poland, Italy",2028-06-30,right,24,1005,68.78,49.39,46.56,87.94,63.53,70.07,13.56,46.02
310,Y. Musah,Milan,Milan,Italia | Primera División 24/25,"RAMF, RDMF, RCMF",22.0,178,United States,"United States, England",2028-06-30,right,26,1545,48.56,74.7,63.03,64.09,55.75,27.6,31.47,10.62
311,B. Cristante,Roma,Roma,Italia | Primera División 24/25,"LCMF, RCMF, DMF",30.0,186,Italy,"Italy, Canada",2027-06-30,right,27,1906,76.5,56.51,14.5,72.81,70.19,82.26,64.69,61.58
312,N. Fagioli,Fiorentina,Fiorentina,Italia | Primera División 24/25,"LCMF, LDMF, AMF",24.0,178,Italy,Italy,2028-06-30,right,29,1404,41.42,76.89,51.84,73.44,70.94,16.94,60.81,26.37
313,M. Caqueret,Como,Como,Italia | Primera División 24/25,"RCMF, LDMF, AMF",25.0,174,France,France,2027-06-30,right,15,964,26.94,91.65,64.53,82.84,66.06,34.72,60.56,40.9
314,E. Bove,Fiorentina,Fiorentina,Italia | Primera División 24/25,"LDMF, RDMF, LAMF",22.0,176,Italy,Italy,2028-06-30,right,12,910,72.86,63.76,74.0,25.22,40.25,45.01,79.19,60.5
315,E. Le Fée,Sunderland,Roma,Italia | Primera División 24/25,"LCMF, RCMF, DMF",25.0,173,France,France,2029-06-30,right,6,336,38.17,33.44,61.81,79.62,83.19,16.19,41.0,61.45
316,I. Ilić,Torino,Torino,Italia | Primera División 24/25,"LCMF, DMF",24.0,185,Serbia,Serbia,2027-06-30,left,17,987,66.77,70.36,76.28,62.5,58.31,15.69,1.25,4.1
317,K. Asllani,Internazionale,Internazionale,Italia | Primera División 24/25,DMF,23.0,175,Albania,"Albania, Italy",2028-06-30,right,20,894,62.88,81.13,54.28,73.47,67.5,23.54,44.19,54.62
318,N. Rovella,Lazio,Lazio,Italia | Primera División 24/25,"LDMF, LCMF, RDMF",23.0,179,Italy,Italy,2026-06-30,right,30,2675,43.59,68.3,41.19,78.22,91.22,23.35,56.41,64.34
319,B. Gilmour,Napoli,Napoli,Italia | Primera División 24/25,"DMF, RCMF, LCMF",23.0,170,Scotland,Scotland,2029-06-30,right,23,1034,31.17,70.96,54.09,64.81,74.78,54.44,36.25,21.98
320,Y. Adli,Fiorentina,Fiorentina,Italia | Primera División 24/25,"LDMF, RCMF, LCMF",24.0,186,France,"France, Algeria",2026-06-30,right,25,1314,84.64,86.27,82.5,88.12,50.69,43.44,76.19,48.14
321,M. Frendrup,Genoa,Genoa,Italia | Primera División 24/25,"LCMF, LDMF",24.0,175,Denmark,Denmark,2028-06-30,right,33,3157,78.35,34.64,17.75,20.88,38.66,46.01,95.25,79.58
322,M. Keita,Parma,Parma,Italia | Primera División 24/25,"DMF, RDMF, LCMF",22.0,181,Belgium,"Belgium, Guinea",2029-06-30,right,27,1760,28.41,30.16,75.28,26.78,53.47,57.19,83.91,48.23
323,Adrián Bernabé,Parma,Parma,Italia | Primera División 24/25,"RCMF, RDMF",23.0,170,Spain,Spain,2027-06-30,left,19,1444,64.64,63.47,94.56,88.28,76.69,47.54,56.03,71.34
324,M. Aebischer,Bologna,Bologna,Italia | Primera División 24/25,"LCMF, LDMF, RDMF",28.0,183,Switzerland,Switzerland,2027-06-30,right,12,707,46.95,23.75,67.75,15.97,47.16,26.07,23.94,31.83
325,C. Casadei,Torino,Torino,Italia | Primera División 24/25,"LDMF, RCMF, AMF",22.0,185,Italy,Italy,2028-06-30,right,12,888,75.45,40.22,37.72,21.0,21.06,88.76,26.62,37.41
326,M. Prati,Cagliari,Cagliari,Italia | Primera División 24/25,"DMF, LCMF, RCMF",21.0,185,Italy,Italy,2028-06-30,right,11,582,23.58,55.71,56.22,55.25,18.62,18.16,36.44,49.41
327,T. Pobega,Bologna,Bologna,Italia | Primera División 24/25,"LDMF, RDMF, AMF",25.0,188,Italy,Italy,2027-06-30,left,19,1174,87.39,49.68,37.16,24.09,17.19,51.01,66.28,55.5
328,R. Mandragora,Fiorentina,Fiorentina,Italia | Primera División 24/25,"RCMF, LCMF, DMF",27.0,183,Italy,Italy,2026-06-30,left,26,1787,87.6,82.67,57.25,36.69,47.44,44.44,19.38,59.3
329,R. Malinovskyi,Genoa,Genoa,Italia | Primera División 24/25,"RCMF, RWF, DMF",31.0,181,Ukraine,Ukraine,2027-06-30,left,9,422,37.18,87.49,36.69,56.84,55.75,51.82,66.34,28.79
330,L. Paredes,Roma,Roma,Italia | Primera División 24/25,"DMF, RCMF, LCMF",30.0,180,Argentina,Argentina,2026-06-30,right,20,1298,59.1,66.4,25.88,81.22,93.38,49.01,9.53,80.87
331,G. Castrovilli,Monza,Monza,Italia | Primera División 24/25,"RCMF, LDMF",28.0,187,Italy,Italy,2027-06-30,right,19,724,32.24,38.87,45.19,41.47,43.41,12.41,58.31,32.11
332,L. da Cunha,Como,Como,Italia | Primera División 24/25,"RDMF, LDMF, LCMF",23.0,174,France,"France, Portugal",2029-06-30,left,33,2513,81.34,76.56,47.62,73.81,49.5,34.94,50.12,38.14
333,R. Freuler,Bologna,Bologna,Italia | Primera División 24/25,"RDMF, LDMF, DMF",33.0,180,Switzerland,Switzerland,2026-06-30,right,34,3187,56.42,51.16,49.88,60.88,61.94,49.69,58.22,74.88
334,F. Marchwiński,Lecce,Lecce,Italia | Primera División 24/25,RDMF,23.0,187,Poland,Poland,2028-06-30,right,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,W. Bondo,Milan,Milan,Italia | Primera División 24/25,"RCMF, LCMF, DMF",21.0,177,France,"France, Congo DR",2027-06-30,right,24,1913,27.56,21.1,74.34,26.81,33.19,38.82,89.62,38.09
336,A. Richardson,Fiorentina,Fiorentina,Italia | Primera División 24/25,"RDMF, RCMF",23.0,197,France,"France, Morocco",2029-06-30,left,24,989,44.62,40.32,61.62,47.69,50.38,66.07,47.81,48.35
337,D. Cataldi,Fiorentina,Fiorentina,Italia | Primera División 24/25,"DMF, RDMF, RCMF",30.0,180,Italy,Italy,2027-06-30,right,25,1843,76.72,45.28,40.84,60.12,58.91,56.94,8.0,58.94
338,N. Moro,Bologna,Bologna,Italia | Primera División 24/25,"LDMF, RDMF, LCMF",27.0,184,Croatia,Croatia,2027-06-30,right,20,1197,35.41,45.24,17.75,78.0,45.34,47.07,47.97,73.35
339,A. Makoumbou,Cagliari,Cagliari,Italia | Primera División 24/25,"DMF, LCMF, LDMF",26.0,187,France,"France, Congo",2026-06-30,right,30,2046,28.24,51.64,25.34,30.78,72.0,13.63,85.06,52.15
340,F. Terracciano,Milan,Milan,Italia | Primera División 24/25,"LB, LDMF, RB",22.0,181,Italy,Italy,2028-06-30,right,12,612,32.5,18.34,49.69,14.03,41.0,78.13,76.94,49.27
341,J. Onana,Genoa,Genoa,Italia | Primera División 24/25,"DMF, LCMF, RDMF",25.0,189,Cameroon,Cameroon,2027-06-30,right,7,221,22.7,15.1,31.03,26.72,25.75,83.44,60.5,64.72
342,L. Mazzitelli,Sassuolo,Como,Italia | Primera División 24/25,"RCMF, RDMF, LCMF",29.0,187,Italy,Italy,2026-06-30,right,11,389,75.55,80.56,51.41,69.47,37.28,40.44,18.84,43.12
343,O. Duda,Hellas Verona,Hellas Verona,Italia | Primera División 24/25,"LCMF, DMF, RCMF",30.0,181,Slovakia,Slovakia,2025-06-30,right,26,2358,55.57,68.18,71.41,47.41,40.34,42.51,34.5,62.99
344,Y. Ramadani,Lecce,Lecce,Italia | Primera División 24/25,"DMF, RDMF, LDMF",29.0,185,Albania,"Albania, Kosovo",2026-06-30,right,27,1809,34.81,35.75,53.41,30.69,56.47,51.01,66.81,75.58
345,Y. Engelhardt,Como,Como,Italia | Primera División 24/25,"RCMF, RDMF, RB",24.0,184,Germany,Germany,2027-06-30,right,24,1217,60.22,51.4,49.81,53.22,65.41,78.88,78.38,78.32
346,N. Estévez,Parma,Parma,Italia | Primera División 24/25,"DMF, RDMF, LCMF",29.0,181,Argentina,"Argentina, Spain",2026-06-30,right,13,686,29.82,39.44,53.38,36.62,24.84,78.72,46.62,75.37
347,K. Linetty,Torino,Torino,Italia | Primera División 24/25,"DMF, LCMF, RCMF",30.0,176,Poland,Poland,2025-06-30,right,27,1640,65.38,41.85,33.31,25.03,25.31,37.91,36.12,37.64
348,C. Condé,Venezia,Venezia,Italia | Primera División 24/25,"RCMF, LCMF, DMF",24.0,184,Guinea,Guinea,2027-06-30,right,8,183,23.55,34.55,92.0,38.28,9.31,88.29,71.56,87.44
349,M. Kaba,Lecce,Lecce,Italia | Primera División 24/25,"RDMF, LCMF",23.0,185,France,"France, Guinea",2027-06-30,right,13,457,37.62,31.27,29.94,24.47,22.12,77.26,92.16,70.35
350,L. Coulibaly,Lecce,Lecce,Italia | Primera División 24/25,"RCMF, RDMF",29.0,183,Mali,Mali,2027-06-30,right,35,2586,28.01,30.9,45.75,17.84,30.59,61.97,50.72,55.36
351,P. Dawidowicz,Hellas Verona,Hellas Verona,Italia | Primera División 24/25,"RCB, DMF, LCB",29.0,189,Poland,Poland,2025-06-30,right,24,1798,27.22,22.08,51.19,34.28,33.06,68.51,86.12,52.56
352,R. Gagliardini,Monza,Monza,Italia | Primera División 24/25,"RCMF, DMF",31.0,190,Italy,Italy,2025-06-30,right,8,220,22.7,33.01,64.84,40.84,49.25,64.07,4.0,9.29
353,H. Nicolussi Caviglia,Venezia,Venezia,Italia | Primera División 24/25,"DMF, LCMF",24.0,184,Italy,Italy,2026-06-30,right,32,2766,83.71,54.36,47.97,43.5,41.25,70.44,36.0,50.89
354,S. Sohm,Parma,Parma,Italia | Primera División 24/25,"LDMF, LCMF",24.0,188,Switzerland,"Switzerland, Nigeria",2027-06-30,right,34,2960,86.63,57.64,64.56,58.06,49.81,56.13,35.94,33.69
355,Sergi Roberto,Como,Como,Italia | Primera División 24/25,"RDMF, RCMF, LDMF",33.0,178,Spain,Spain,2026-06-30,right,13,754,32.9,58.63,40.91,52.69,82.19,52.85,69.0,49.65
356,A. Bianco,Monza,Monza,Italia | Primera División 24/25,"LCMF, DMF, RCMF",22.0,173,Italy,Italy,2026-06-30,right,32,2537,59.71,44.97,74.62,58.31,66.72,28.51,67.44,56.18
357,M. Vecino,Lazio,Lazio,Italia | Primera División 24/25,"AMF, DMF, LCMF",33.0,187,Uruguay,"Uruguay, Italy",2025-06-30,right,17,838,75.93,59.96,11.91,23.59,29.38,90.82,15.25,36.59
358,O. El Azzouzi,Bologna,Bologna,Italia | Primera División 24/25,RDMF,23.0,189,Netherlands,"Netherlands, Morocco",2027-06-30,right,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Dani Silva,Midtjylland,Hellas Verona,Italia | Primera División 24/25,"LCMF, LDMF, DMF",24.0,180,Portugal,Portugal,2028-06-30,right,11,446,28.45,16.85,42.12,30.97,41.38,56.88,12.88,60.87
360,M. Braunöder,Como,Como,Italia | Primera División 24/25,"LDMF, LCMF, RCMF",23.0,174,Austria,Austria,2027-06-30,right,8,314,25.9,23.05,52.0,53.53,40.62,29.88,54.62,38.07
361,Hernani,Parma,Parma,Italia | Primera División 24/25,"LDMF, AMF, RDMF",31.0,188,Brazil,Brazil,2026-06-30,right,22,1254,74.95,72.59,79.75,66.06,47.5,69.57,58.69,73.19
362,A. Deiola,Cagliari,Cagliari,Italia | Primera División 24/25,"LCMF, LDMF",29.0,189,Italy,Italy,2025-06-30,right,26,1359,67.76,38.62,14.44,22.16,11.75,61.44,42.94,48.07
363,E. Bohinen,Frosinone,Genoa,Italia | Primera División 24/25,"DMF, LCMF",26.0,189,Norway,Norway,2027-06-30,left,3,184,29.32,27.21,3.94,39.38,33.19,83.97,44.53,68.8
364,J. Karlström,Udinese,Udinese,Italia | Primera División 24/25,"DMF, LCMF, RCMF",29.0,182,Sweden,Sweden,2026-06-30,right,34,3148,28.48,42.38,25.31,58.56,46.31,44.88,47.56,61.12
365,A. Grassi,Empoli,Empoli,Italia | Primera División 24/25,"RCMF, LCMF, DMF",30.0,183,Italy,Italy,2026-06-30,right,25,2064,61.56,23.94,51.62,27.53,13.72,45.66,31.94,62.68
366,W. Cyprien,Parma,Parma,Italia | Primera División 24/25,"LCMF, LDMF",29.0,181,Guadeloupe,"Guadeloupe, France",2025-06-30,right,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,M. Kofod Andersen,Sparta Praha,Venezia,Italia | Primera División 24/25,"LCMF, DMF, RCMF",25.0,170,Denmark,Denmark,2025-06-30,right,14,754,63.64,57.23,25.69,25.59,49.94,56.32,58.44,45.61
368,M. Adopo,Cagliari,Cagliari,Italia | Primera División 24/25,"RCMF, RDMF",24.0,187,France,"France, Côte d'Ivoire",2027-06-30,right,32,2296,41.67,48.44,39.75,35.69,25.28,49.38,78.5,45.13
369,B. Pierret,Lecce,Lecce,Italia | Primera División 24/25,"LDMF, LCMF",24.0,186,France,France,2027-06-30,left,28,1734,25.04,24.47,64.0,41.84,36.88,72.69,57.62,73.06
370,B. Kone,Frosinone,Como,Italia | Primera División 24/25,"DMF, LDMF, LCMF",24.0,172,Côte d'Ivoire,Côte d'Ivoire,2027-06-30,left,4,70,36.68,31.85,56.38,37.22,29.44,10.91,66.38,56.3
371,M. Badelj,Genoa,Genoa,Italia | Primera División 24/25,"DMF, RDMF, RCMF",36.0,186,Croatia,Croatia,2025-06-30,right,22,1498,65.48,45.5,42.91,59.16,57.88,52.19,36.44,78.06
372,N. Haas,Empoli,Empoli,Italia | Primera División 24/25,"DMF, RCMF, LCMF",29.0,178,Switzerland,Switzerland,2025-06-30,right,10,337,23.08,22.35,17.31,14.22,22.31,27.29,65.81,60.86
373,D. Baselli,Como,Como,Italia | Primera División 24/25,"LCMF, LDMF",32.0,182,Italy,Italy,2025-06-30,right,2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,P. Masini,Genoa,Genoa,Italia | Primera División 24/25,"RCMF, RDMF",24.0,182,Italy,Italy,2028-06-30,right,23,1380,55.24,30.18,73.69,28.12,34.62,69.26,94.25,84.29
375,I. Sulemana,Atalanta,Atalanta,Italia | Primera División 24/25,"RCMF, DMF, LCMF",21.0,180,Ghana,Ghana,2026-08-01,right,6,137,22.7,14.82,20.66,40.53,68.0,86.51,62.06,37.61
376,L. Kasa,Genoa,Genoa,Italia | Primera División 24/25,"DMF, RAMF, AMF",19.0,185,Israel,"Israel, Ethiopia",2028-06-30,left,7,232,53.3,18.76,34.09,13.16,18.69,13.54,56.56,35.97
377,R. Belahyane,Lazio,Lazio,Italia | Primera División 24/25,"RCMF, LCMF, RDMF",20.0,169,France,"France, Morocco",2029-06-30,right,28,2001,27.11,56.18,60.06,47.16,47.53,18.97,86.69,45.06
378,M. Berisha,Lecce,Lecce,Italia | Primera División 24/25,"LDMF, AMF, DMF",21.0,186,Switzerland,"Switzerland, Albania",2028-06-30,right,15,702,47.39,68.8,81.94,65.94,38.66,47.01,45.38,42.04
379,M. Perrone,Como,Como,Italia | Primera División 24/25,"DMF, LDMF, RDMF",22.0,177,Argentina,"Argentina, Spain",2028-06-30,left,23,1768,35.63,69.7,24.72,58.19,81.12,61.07,76.94,43.54
380,D. Camara,Parma,Parma,Italia | Primera División 24/25,"LAMF, AMF, LDMF",23.0,179,Côte d'Ivoire,"Côte d'Ivoire, Italy",,right,20,504,54.59,70.33,91.94,54.69,38.28,38.13,23.62,16.44
381,D. Lopy,Almería,Almería,España | Segunda División 24/25,"LDMF, RDMF, LCMF",23.0,186,Senegal,Senegal,2029-06-30,right,32,2790,53.66,56.01,67.1,77.28,71.85,74.04,47.28,45.58
382,L. Robertone,Almería,Almería,España | Segunda División 24/25,"LDMF, RCMF, AMF",28.0,169,Argentina,"Argentina, Italy",2028-06-30,right,21,1292,68.18,87.9,67.98,55.03,52.1,55.33,23.41,35.55
383,S. Colombatto,Real Oviedo,Real Oviedo,España | Segunda División 24/25,"LDMF, LCMF",28.0,179,Argentina,"Argentina, Italy",2027-06-30,left,35,3202,79.25,80.33,67.98,66.91,59.73,56.54,21.05,20.85
384,G. Kochorashvili,Levante,Levante,España | Segunda División 24/25,"RCMF, RDMF",25.0,176,Georgia,Georgia,2027-06-30,right,31,2744,91.93,89.2,78.87,88.49,89.97,22.43,15.59,16.47
385,M. Hongla,Granada,Granada,España | Segunda División 24/25,"RCMF, LCMF, DMF",27.0,181,Cameroon,Cameroon,2027-06-30,right,29,2370,69.88,72.41,56.29,64.97,70.81,29.42,28.17,29.11
386,I. Baba,Almería,Almería,España | Segunda División 24/25,"LCMF, RCMF, RDMF",29.0,182,Ghana,"Ghana, Spain",2027-06-30,right,10,666,21.24,45.78,97.42,78.2,53.44,73.93,83.39,41.2
